date,discharge_cfs,site_no
2004-09-22,327000.0,07374000
2004-09-23,351000.0,07374000
2004-09-24,363000.0,07374000
2004-09-25,369000.0,07374000
2004-09-26,372000.0,07374000
2004-09-27,377000.0,07374000
2004-09-28,383000.0,07374000
2004-09-29,391000.0,07374000
2004-09-30,405000.0,07374000
2004-10-01,419000.0,07374000
2004-10-02,431000.0,07374000
2004-10-03,439000.0,07374000
2004-10-04,441000.0,07374000
2004-10-05,436000.0,07374000
2004-10-06,422000.0,07374000
2004-10-07,403000.0,07374000
2004-10-08,387000.0,07374000
2004-10-09,375000.0,07374000
2004-10-10,361000.0,07374000
2004-10-11,349000.0,07374000
2004-10-12,341000.0,07374000
2004-10-13,339000.0,07374000
2004-10-14,336000.0,07374000
2004-10-15,320000.0,07374000
2004-10-16,306000.0,07374000
2004-10-17,291000.0,07374000
2004-10-18,277000.0,07374000
2004-10-19,267000.0,07374000
2004-10-20,257000.0,07374000
2004-10-21,251000.0,07374000
2004-10-22,250000.0,07374000
2004-10-23,250000.0,07374000
2004-10-24,251000.0,07374000
2004-10-25,250000.0,07374000
2004-10-26,250000.0,07374000
2004-10-27,259000.0,07374000
2004-10-28,278000.0,07374000
2004-10-29,302000.0,07374000
2004-10-30,326000.0,07374000
2004-10-31,346000.0,07374000
2004-11-01,366000.0,07374000
2004-11-02,372000.0,07374000
2004-11-03,380000.0,07374000
2004-11-04,392000.0,07374000
2004-11-05,410000.0,07374000
2004-11-06,425000.0,07374000
2004-11-07,439000.0,07374000
2004-11-08,450000.0,07374000
2004-11-09,454000.0,07374000
2004-11-10,463000.0,07374000
2004-11-11,479000.0,07374000
2004-11-12,500000.0,07374000
2004-11-13,519000.0,07374000
2004-11-14,537000.0,07374000
2004-11-15,555000.0,07374000
2004-11-16,554000.0,07374000
2004-11-17,542000.0,07374000
2004-11-18,528000.0,07374000
2004-11-19,515000.0,07374000
2004-11-20,508000.0,07374000
2004-11-21,507000.0,07374000
2004-11-22,509000.0,07374000
2004-11-23,517000.0,07374000
2004-11-24,522000.0,07374000
2004-11-25,526000.0,07374000
2004-11-26,523000.0,07374000
2004-11-27,534000.0,07374000
2004-11-28,551000.0,07374000
2004-11-29,570000.0,07374000
2004-11-30,588000.0,07374000
2004-12-01,601000.0,07374000
2004-12-02,612000.0,07374000
2004-12-03,631000.0,07374000
2004-12-04,655000.0,07374000
2004-12-05,683000.0,07374000
2004-12-06,711000.0,07374000
2004-12-07,739000.0,07374000
2004-12-08,759000.0,07374000
2004-12-09,782000.0,07374000
2004-12-10,802000.0,07374000
2004-12-11,808000.0,07374000
2004-12-12,817000.0,07374000
2004-12-13,832000.0,07374000
2004-12-14,849000.0,07374000
2004-12-15,864000.0,07374000
2004-12-16,875000.0,07374000
2004-12-17,884000.0,07374000
2004-12-18,888000.0,07374000
2004-12-19,893000.0,07374000
2004-12-20,897000.0,07374000
2004-12-21,900000.0,07374000
2004-12-22,911000.0,07374000
2004-12-23,921000.0,07374000
2004-12-24,923000.0,07374000
2004-12-25,926000.0,07374000
2004-12-26,922000.0,07374000
2004-12-27,908000.0,07374000
2004-12-28,880000.0,07374000
2004-12-29,845000.0,07374000
2004-12-30,807000.0,07374000
2004-12-31,769000.0,07374000
2005-01-01,732000.0,07374000
2005-01-02,700000.0,07374000
2005-01-03,676000.0,07374000
2005-01-04,658000.0,07374000
2005-01-05,643000.0,07374000
2005-01-06,634000.0,07374000
2005-01-07,632000.0,07374000
2005-01-08,646000.0,07374000
2005-01-09,666000.0,07374000
2005-01-10,691000.0,07374000
2005-01-11,721000.0,07374000
2005-01-12,749000.0,07374000
2005-01-13,776000.0,07374000
2005-01-14,802000.0,07374000
2005-01-15,827000.0,07374000
2005-01-16,854000.0,07374000
2005-01-17,881000.0,07374000
2005-01-18,908000.0,07374000
2005-01-19,930000.0,07374000
2005-01-20,952000.0,07374000
2005-01-21,972000.0,07374000
2005-01-22,993000.0,07374000
2005-01-23,1020000.0,07374000
2005-01-24,1040000.0,07374000
2005-01-25,1060000.0,07374000
2005-01-26,1080000.0,07374000
2005-01-27,1090000.0,07374000
2005-01-28,1100000.0,07374000
2005-01-29,1110000.0,07374000
2005-01-30,1120000.0,07374000
2005-01-31,1130000.0,07374000
2005-02-01,1150000.0,07374000
2005-02-02,1160000.0,07374000
2005-02-03,1160000.0,07374000
2005-02-04,1140000.0,07374000
2005-02-05,1120000.0,07374000
2005-02-06,1100000.0,07374000
2005-02-07,1080000.0,07374000
2005-02-08,1040000.0,07374000
2005-02-09,1010000.0,07374000
2005-02-10,990000.0,07374000
2005-02-11,958000.0,07374000
2005-02-12,919000.0,07374000
2005-02-13,878000.0,07374000
2005-02-14,848000.0,07374000
2005-02-15,819000.0,07374000
2005-02-16,794000.0,07374000
2005-02-17,778000.0,07374000
2005-02-18,760000.0,07374000
2005-02-19,743000.0,07374000
2005-02-20,731000.0,07374000
2005-02-21,727000.0,07374000
2005-02-22,730000.0,07374000
2005-02-23,730000.0,07374000
2005-02-24,735000.0,07374000
2005-02-25,745000.0,07374000
2005-02-26,755000.0,07374000
2005-02-27,766000.0,07374000
2005-02-28,776000.0,07374000
2005-03-01,779000.0,07374000
2005-03-02,779000.0,07374000
2005-03-03,781000.0,07374000
2005-03-04,781000.0,07374000
2005-03-05,774000.0,07374000
2005-03-06,767000.0,07374000
2005-03-07,757000.0,07374000
2005-03-08,746000.0,07374000
2005-03-09,731000.0,07374000
2005-03-10,716000.0,07374000
2005-03-11,697000.0,07374000
2005-03-12,678000.0,07374000
2005-03-13,658000.0,07374000
2005-03-14,638000.0,07374000
2005-03-15,618000.0,07374000
2005-03-16,597000.0,07374000
2005-03-17,569000.0,07374000
2005-03-18,554000.0,07374000
2005-03-19,541000.0,07374000
2005-03-20,534000.0,07374000
2005-03-21,528000.0,07374000
2005-03-22,521000.0,07374000
2005-03-23,508000.0,07374000
2005-03-24,497000.0,07374000
2005-03-25,492000.0,07374000
2005-03-26,481000.0,07374000
2005-03-27,469000.0,07374000
2005-03-28,458000.0,07374000
2005-03-29,445000.0,07374000
2005-03-30,435000.0,07374000
2005-03-31,431000.0,07374000
2005-04-01,440000.0,07374000
2005-04-02,450000.0,07374000
2005-04-03,461000.0,07374000
2005-04-04,479000.0,07374000
2005-04-05,501000.0,07374000
2005-04-06,523000.0,07374000
2005-04-07,545000.0,07374000
2005-04-08,569000.0,07374000
2005-04-09,590000.0,07374000
2005-04-10,611000.0,07374000
2005-04-11,635000.0,07374000
2005-04-12,659000.0,07374000
2005-04-13,676000.0,07374000
2005-04-14,696000.0,07374000
2005-04-15,716000.0,07374000
2005-04-16,734000.0,07374000
2005-04-17,750000.0,07374000
2005-04-18,763000.0,07374000
2005-04-19,770000.0,07374000
2005-04-20,771000.0,07374000
2005-04-21,770000.0,07374000
2005-04-22,765000.0,07374000
2005-04-23,755000.0,07374000
2005-04-24,739000.0,07374000
2005-04-25,716000.0,07374000
2005-04-26,689000.0,07374000
2005-04-27,659000.0,07374000
2005-04-28,628000.0,07374000
2005-04-29,590000.0,07374000
2005-04-30,552000.0,07374000
2005-05-01,521000.0,07374000
2005-05-02,503000.0,07374000
2005-05-03,494000.0,07374000
2005-05-04,486000.0,07374000
2005-05-05,483000.0,07374000
2005-05-06,488000.0,07374000
2005-05-07,492000.0,07374000
2005-05-08,497000.0,07374000
2005-05-09,506000.0,07374000
2005-05-10,514000.0,07374000
2005-05-11,519000.0,07374000
2005-05-12,521000.0,07374000
2005-05-13,517000.0,07374000
2005-05-14,508000.0,07374000
2005-05-15,492000.0,07374000
2005-05-16,469000.0,07374000
2005-05-17,444000.0,07374000
2005-05-18,415000.0,07374000
2005-05-19,387000.0,07374000
2005-05-20,359000.0,07374000
2005-05-21,335000.0,07374000
2005-05-22,317000.0,07374000
2005-05-23,309000.0,07374000
2005-05-24,309000.0,07374000
2005-05-25,316000.0,07374000
2005-05-26,330000.0,07374000
2005-05-27,342000.0,07374000
2005-05-28,351000.0,07374000
2005-05-29,361000.0,07374000
2005-05-30,376000.0,07374000
2005-05-31,389000.0,07374000
2005-06-01,401000.0,07374000
2005-06-02,405000.0,07374000
2005-06-03,402000.0,07374000
2005-06-04,392000.0,07374000
2005-06-05,378000.0,07374000
2005-06-06,363000.0,07374000
2005-06-07,348000.0,07374000
2005-06-08,336000.0,07374000
2005-06-09,327000.0,07374000
2005-06-10,317000.0,07374000
2005-06-11,310000.0,07374000
2005-06-12,301000.0,07374000
2005-06-13,289000.0,07374000
2005-06-14,281000.0,07374000
2005-06-15,283000.0,07374000
2005-06-16,290000.0,07374000
2005-06-17,301000.0,07374000
2005-06-18,319000.0,07374000
2005-06-19,342000.0,07374000
2005-06-20,362000.0,07374000
2005-06-21,376000.0,07374000
2005-06-22,386000.0,07374000
2005-06-23,397000.0,07374000
2005-06-24,406000.0,07374000
2005-06-25,410000.0,07374000
2005-06-26,408000.0,07374000
2005-06-27,400000.0,07374000
2005-06-28,389000.0,07374000
2005-06-29,377000.0,07374000
2005-06-30,362000.0,07374000
2005-07-01,348000.0,07374000
2005-07-02,337000.0,07374000
2005-07-03,328000.0,07374000
2005-07-04,319000.0,07374000
2005-07-05,311000.0,07374000
2005-07-06,310000.0,07374000
2005-07-07,296000.0,07374000
2005-07-08,286000.0,07374000
2005-07-09,280000.0,07374000
2005-07-10,282000.0,07374000
2005-07-11,288000.0,07374000
2005-07-12,286000.0,07374000
2005-07-13,279000.0,07374000
2005-07-14,274000.0,07374000
2005-07-15,280000.0,07374000
2005-07-16,285000.0,07374000
2005-07-17,292000.0,07374000
2005-07-18,303000.0,07374000
2005-07-19,313000.0,07374000
2005-07-20,318000.0,07374000
2005-07-21,315000.0,07374000
2005-07-22,313000.0,07374000
2005-07-23,305000.0,07374000
2005-07-24,291000.0,07374000
2005-07-25,279000.0,07374000
2005-07-26,263000.0,07374000
2005-07-27,252000.0,07374000
2005-07-28,245000.0,07374000
2005-07-29,242000.0,07374000
2005-07-30,238000.0,07374000
2005-07-31,232000.0,07374000
2005-08-01,225000.0,07374000
2005-08-02,217000.0,07374000
2005-08-03,211000.0,07374000
2005-08-04,207000.0,07374000
2005-08-05,205000.0,07374000
2005-08-06,204000.0,07374000
2005-08-07,201000.0,07374000
2005-08-08,197000.0,07374000
2005-08-09,190000.0,07374000
2005-08-10,186000.0,07374000
2005-08-11,189000.0,07374000
2005-08-12,190000.0,07374000
2005-08-13,184000.0,07374000
2005-08-14,180000.0,07374000
2005-08-15,176000.0,07374000
2005-08-16,169000.0,07374000
2005-08-17,167000.0,07374000
2005-08-18,170000.0,07374000
2005-08-19,171000.0,07374000
2005-08-20,168000.0,07374000
2005-08-21,167000.0,07374000
2005-08-22,166000.0,07374000
2005-08-23,165000.0,07374000
2005-08-24,164000.0,07374000
2005-08-25,166000.0,07374000
2005-08-26,166000.0,07374000
2005-08-27,170000.0,07374000
2005-08-28,185000.0,07374000
2005-08-29,291000.0,07374000
2005-08-30,248000.0,07374000
2005-08-31,218000.0,07374000
2005-09-01,219000.0,07374000
2005-09-02,223000.0,07374000
2005-09-03,228000.0,07374000
2005-09-04,237000.0,07374000
2005-09-05,248000.0,07374000
2005-09-06,260000.0,07374000
2005-09-07,272000.0,07374000
2005-09-08,283000.0,07374000
2005-09-09,293000.0,07374000
2005-09-10,299000.0,07374000
2005-09-11,299000.0,07374000
2005-09-12,295000.0,07374000
2005-09-13,288000.0,07374000
2005-09-14,276000.0,07374000
2005-09-15,262000.0,07374000
2005-09-16,247000.0,07374000
2005-09-17,227000.0,07374000
2005-09-18,210000.0,07374000
2005-09-19,195000.0,07374000
2005-09-20,190000.0,07374000
2005-09-21,191000.0,07374000
2005-09-22,203000.0,07374000
2005-09-23,247000.0,07374000
2005-09-24,276000.0,07374000
2005-09-25,295000.0,07374000
2005-09-26,276000.0,07374000
2005-09-27,248000.0,07374000
2005-09-28,232000.0,07374000
2005-09-29,236000.0,07374000
2005-09-30,234000.0,07374000
2005-10-01,229000.0,07374000
2005-10-02,236000.0,07374000
2005-10-03,241000.0,07374000
2005-10-04,241000.0,07374000
2005-10-05,239000.0,07374000
2005-10-06,236000.0,07374000
2005-10-07,233000.0,07374000
2005-10-08,230000.0,07374000
2005-10-09,228000.0,07374000
2005-10-10,228000.0,07374000
2005-10-11,224000.0,07374000
2005-10-12,214000.0,07374000
2005-10-13,211000.0,07374000
2005-10-14,209000.0,07374000
2005-10-15,208000.0,07374000
2005-10-16,210000.0,07374000
2005-10-17,217000.0,07374000
2005-10-18,216000.0,07374000
2005-10-19,215000.0,07374000
2005-10-20,216000.0,07374000
2005-10-21,215000.0,07374000
2005-10-22,211000.0,07374000
2005-10-23,210000.0,07374000
2005-10-24,203000.0,07374000
2005-10-25,190000.0,07374000
2005-10-26,186000.0,07374000
2005-10-27,179000.0,07374000
2005-10-28,178000.0,07374000
2005-10-29,180000.0,07374000
2005-10-30,182000.0,07374000
2005-10-31,186000.0,07374000
2005-11-01,193000.0,07374000
2005-11-02,196000.0,07374000
2005-11-03,198000.0,07374000
2005-11-04,199000.0,07374000
2005-11-05,191000.0,07374000
2005-11-06,205000.0,07374000
2005-11-07,209000.0,07374000
2005-11-08,208000.0,07374000
2005-11-09,205000.0,07374000
2005-11-10,200000.0,07374000
2005-11-11,198000.0,07374000
2005-11-12,192000.0,07374000
2005-11-13,192000.0,07374000
2005-11-14,187000.0,07374000
2005-11-15,187000.0,07374000
2005-11-16,191000.0,07374000
2005-11-17,181000.0,07374000
2005-11-18,179000.0,07374000
2005-11-19,178000.0,07374000
2005-11-20,177000.0,07374000
2005-11-21,177000.0,07374000
2005-11-22,184000.0,07374000
2005-11-23,195000.0,07374000
2005-11-24,211000.0,07374000
2005-11-25,224000.0,07374000
2005-11-26,240000.0,07374000
2005-11-27,248000.0,07374000
2005-11-28,250000.0,07374000
2005-11-29,251000.0,07374000
2005-11-30,242000.0,07374000
2005-12-01,235000.0,07374000
2005-12-02,229000.0,07374000
2005-12-03,223000.0,07374000
2005-12-04,217000.0,07374000
2005-12-05,213000.0,07374000
2005-12-06,207000.0,07374000
2005-12-07,205000.0,07374000
2005-12-08,211000.0,07374000
2005-12-09,216000.0,07374000
2005-12-10,221000.0,07374000
2005-12-11,228000.0,07374000
2005-12-12,240000.0,07374000
2005-12-13,250000.0,07374000
2005-12-14,259000.0,07374000
2005-12-15,284000.0,07374000
2005-12-16,297000.0,07374000
2005-12-17,300000.0,07374000
2005-12-18,286000.0,07374000
2005-12-19,268000.0,07374000
2005-12-20,248000.0,07374000
2005-12-21,233000.0,07374000
2005-12-22,220000.0,07374000
2005-12-23,214000.0,07374000
2005-12-24,214000.0,07374000
2005-12-25,218000.0,07374000
2005-12-26,221000.0,07374000
2005-12-27,223000.0,07374000
2005-12-28,226000.0,07374000
2005-12-29,225000.0,07374000
2005-12-30,219000.0,07374000
2005-12-31,212000.0,07374000
2006-01-01,204000.0,07374000
2006-01-02,196000.0,07374000
2006-01-03,194000.0,07374000
2006-01-04,195000.0,07374000
2006-01-05,199000.0,07374000
2006-01-06,199000.0,07374000
2006-01-07,204000.0,07374000
2006-01-08,210000.0,07374000
2006-01-09,216000.0,07374000
2006-01-10,223000.0,07374000
2006-01-11,234000.0,07374000
2006-01-12,244000.0,07374000
2006-01-13,252000.0,07374000
2006-01-14,264000.0,07374000
2006-01-15,276000.0,07374000
2006-01-16,287000.0,07374000
2006-01-17,301000.0,07374000
2006-01-18,310000.0,07374000
2006-01-19,315000.0,07374000
2006-01-20,322000.0,07374000
2006-01-21,328000.0,07374000
2006-01-22,331000.0,07374000
2006-01-23,335000.0,07374000
2006-01-24,342000.0,07374000
2006-01-25,364000.0,07374000
2006-01-26,403000.0,07374000
2006-01-27,452000.0,07374000
2006-01-28,496000.0,07374000
2006-01-29,548000.0,07374000
2006-01-30,593000.0,07374000
2006-01-31,618000.0,07374000
2006-02-01,626000.0,07374000
2006-02-02,650000.0,07374000
2006-02-03,675000.0,07374000
2006-02-04,689000.0,07374000
2006-02-05,686000.0,07374000
2006-02-06,685000.0,07374000
2006-02-07,671000.0,07374000
2006-02-08,659000.0,07374000
2006-02-09,629000.0,07374000
2006-02-10,598000.0,07374000
2006-02-11,590000.0,07374000
2006-02-12,567000.0,07374000
2006-02-13,545000.0,07374000
2006-02-14,542000.0,07374000
2006-02-15,537000.0,07374000
2006-02-16,527000.0,07374000
2006-02-17,515000.0,07374000
2006-02-18,499000.0,07374000
2006-02-19,475000.0,07374000
2006-02-20,450000.0,07374000
2006-02-21,423000.0,07374000
2006-02-22,398000.0,07374000
2006-02-23,375000.0,07374000
2006-02-24,353000.0,07374000
2006-02-25,354000.0,07374000
2006-02-26,360000.0,07374000
2006-02-27,366000.0,07374000
2006-02-28,375000.0,07374000
2006-03-01,384000.0,07374000
2006-03-02,374000.0,07374000
2006-03-03,366000.0,07374000
2006-03-04,355000.0,07374000
2006-03-05,347000.0,07374000
2006-03-06,336000.0,07374000
2006-03-07,322000.0,07374000
2006-03-08,309000.0,07374000
2006-03-09,302000.0,07374000
2006-03-10,294000.0,07374000
2006-03-11,281000.0,07374000
2006-03-12,272000.0,07374000
2006-03-13,266000.0,07374000
2006-03-14,258000.0,07374000
2006-03-15,261000.0,07374000
2006-03-16,265000.0,07374000
2006-03-17,278000.0,07374000
2006-03-18,303000.0,07374000
2006-03-19,342000.0,07374000
2006-03-20,405000.0,07374000
2006-03-21,504000.0,07374000
2006-03-22,595000.0,07374000
2006-03-23,658000.0,07374000
2006-03-24,676000.0,07374000
2006-03-25,693000.0,07374000
2006-03-26,703000.0,07374000
2006-03-27,731000.0,07374000
2006-03-28,748000.0,07374000
2006-03-29,751000.0,07374000
2006-03-30,738000.0,07374000
2006-03-31,711000.0,07374000
2006-04-01,673000.0,07374000
2006-04-02,623000.0,07374000
2006-04-03,572000.0,07374000
2006-04-04,522000.0,07374000
2006-04-05,477000.0,07374000
2006-04-06,436000.0,07374000
2006-04-07,402000.0,07374000
2006-04-08,373000.0,07374000
2006-04-09,349000.0,07374000
2006-04-10,334000.0,07374000
2006-04-11,322000.0,07374000
2006-04-12,318000.0,07374000
2006-04-13,318000.0,07374000
2006-04-14,331000.0,07374000
2006-04-15,324000.0,07374000
2006-04-16,338000.0,07374000
2006-04-17,367000.0,07374000
2006-04-18,401000.0,07374000
2006-04-19,423000.0,07374000
2006-04-20,439000.0,07374000
2006-04-21,451000.0,07374000
2006-04-22,463000.0,07374000
2006-04-23,453000.0,07374000
2006-04-24,445000.0,07374000
2006-04-25,452000.0,07374000
2006-04-26,461000.0,07374000
2006-04-27,476000.0,07374000
2006-04-28,481000.0,07374000
2006-04-29,494000.0,07374000
2006-04-30,522000.0,07374000
2006-05-01,542000.0,07374000
2006-05-02,565000.0,07374000
2006-05-03,583000.0,07374000
2006-05-04,596000.0,07374000
2006-05-05,595000.0,07374000
2006-05-06,586000.0,07374000
2006-05-07,579000.0,07374000
2006-05-08,569000.0,07374000
2006-05-09,581000.0,07374000
2006-05-10,583000.0,07374000
2006-05-11,580000.0,07374000
2006-05-12,583000.0,07374000
2006-05-13,576000.0,07374000
2006-05-14,585000.0,07374000
2006-05-15,598000.0,07374000
2006-05-16,611000.0,07374000
2006-05-17,617000.0,07374000
2006-05-18,617000.0,07374000
2006-05-19,609000.0,07374000
2006-05-20,596000.0,07374000
2006-05-21,578000.0,07374000
2006-05-22,561000.0,07374000
2006-05-23,529000.0,07374000
2006-05-24,495000.0,07374000
2006-05-25,458000.0,07374000
2006-05-26,437000.0,07374000
2006-05-27,422000.0,07374000
2006-05-28,414000.0,07374000
2006-05-29,408000.0,07374000
2006-05-30,406000.0,07374000
2006-05-31,407000.0,07374000
2006-06-01,408000.0,07374000
2006-06-02,411000.0,07374000
2006-06-03,414000.0,07374000
2006-06-04,411000.0,07374000
2006-06-05,401000.0,07374000
2006-06-06,391000.0,07374000
2006-06-07,377000.0,07374000
2006-06-08,364000.0,07374000
2006-06-09,351000.0,07374000
2006-06-10,341000.0,07374000
2006-06-11,334000.0,07374000
2006-06-12,334000.0,07374000
2006-06-13,337000.0,07374000
2006-06-14,340000.0,07374000
2006-06-15,338000.0,07374000
2006-06-16,334000.0,07374000
2006-06-17,328000.0,07374000
2006-06-18,317000.0,07374000
2006-06-19,303000.0,07374000
2006-06-20,288000.0,07374000
2006-06-21,269000.0,07374000
2006-06-22,250000.0,07374000
2006-06-23,237000.0,07374000
2006-06-24,231000.0,07374000
2006-06-25,226000.0,07374000
2006-06-26,225000.0,07374000
2006-06-27,219000.0,07374000
2006-06-28,212000.0,07374000
2006-06-29,205000.0,07374000
2006-06-30,201000.0,07374000
2006-07-01,199000.0,07374000
2006-07-02,198000.0,07374000
2006-07-03,198000.0,07374000
2006-07-04,200000.0,07374000
2006-07-05,204000.0,07374000
2006-07-06,209000.0,07374000
2006-07-07,217000.0,07374000
2006-07-08,225000.0,07374000
2006-07-09,232000.0,07374000
2006-07-10,237000.0,07374000
2006-07-11,237000.0,07374000
2006-07-12,236000.0,07374000
2006-07-13,230000.0,07374000
2006-07-14,223000.0,07374000
2006-07-15,216000.0,07374000
2006-07-16,213000.0,07374000
2006-07-17,215000.0,07374000
2006-07-18,218000.0,07374000
2006-07-19,218000.0,07374000
2006-07-20,218000.0,07374000
2006-07-21,217000.0,07374000
2006-07-22,217000.0,07374000
2006-07-23,219000.0,07374000
2006-07-24,221000.0,07374000
2006-07-25,225000.0,07374000
2006-07-26,228000.0,07374000
2006-07-27,232000.0,07374000
2006-07-28,232000.0,07374000
2006-07-29,229000.0,07374000
2006-07-30,222000.0,07374000
2006-07-31,217000.0,07374000
2006-08-01,210000.0,07374000
2006-08-02,206000.0,07374000
2006-08-03,200000.0,07374000
2006-08-04,198000.0,07374000
2006-08-05,199000.0,07374000
