date,discharge_cfs,site_no
2009-11-13,441000.0,07381490
2009-11-14,448000.0,07381490
2009-11-15,444000.0,07381490
2009-11-16,436000.0,07381490
2009-11-17,432000.0,07381490
2009-11-18,408000.0,07381490
2009-11-19,405000.0,07381490
2009-11-20,407000.0,07381490
2009-11-21,396000.0,07381490
2009-11-22,386000.0,07381490
2009-11-23,378000.0,07381490
2009-11-24,362000.0,07381490
2009-11-25,349000.0,07381490
2009-11-26,349000.0,07381490
2009-11-27,341000.0,07381490
2009-11-28,330000.0,07381490
2009-11-29,326000.0,07381490
2009-11-30,330000.0,07381490
2009-12-01,326000.0,07381490
2009-12-02,314000.0,07381490
2009-12-03,306000.0,07381490
2009-12-04,293000.0,07381490
2009-12-05,285000.0,07381490
2009-12-06,280000.0,07381490
2009-12-07,274000.0,07381490
2009-12-08,270000.0,07381490
2009-12-09,265000.0,07381490
2009-12-10,264000.0,07381490
2009-12-11,266000.0,07381490
2009-12-12,272000.0,07381490
2009-12-13,273000.0,07381490
2009-12-14,275000.0,07381490
2009-12-15,287000.0,07381490
2009-12-16,297000.0,07381490
2009-12-17,302000.0,07381490
2009-12-18,307000.0,07381490
2009-12-19,324000.0,07381490
2009-12-20,332000.0,07381490
2009-12-21,332000.0,07381490
2009-12-22,330000.0,07381490
2009-12-23,327000.0,07381490
2009-12-24,331000.0,07381490
2009-12-25,346000.0,07381490
2009-12-26,353000.0,07381490
2009-12-27,351000.0,07381490
2009-12-28,354000.0,07381490
2009-12-29,349000.0,07381490
2009-12-30,347000.0,07381490
2009-12-31,356000.0,07381490
2010-01-01,360000.0,07381490
2010-01-02,364000.0,07381490
2010-01-03,374000.0,07381490
2010-01-04,383000.0,07381490
2010-01-05,388000.0,07381490
2010-01-06,388000.0,07381490
2010-01-07,389000.0,07381490
2010-01-08,386000.0,07381490
2010-01-09,377000.0,07381490
2010-01-10,374000.0,07381490
2010-01-11,367000.0,07381490
2010-01-12,346000.0,07381490
2010-01-13,330000.0,07381490
2010-01-14,309000.0,07381490
2010-01-15,283000.0,07381490
2010-01-16,272000.0,07381490
2010-01-17,265000.0,07381490
2010-01-18,255000.0,07381490
2010-01-19,251000.0,07381490
2010-01-20,242000.0,07381490
2010-01-21,234000.0,07381490
2010-01-22,232000.0,07381490
2010-01-23,233000.0,07381490
2010-01-24,232000.0,07381490
2010-01-25,234000.0,07381490
2010-01-26,248000.0,07381490
2010-01-27,265000.0,07381490
2010-01-28,281000.0,07381490
2010-01-29,296000.0,07381490
2010-01-30,314000.0,07381490
2010-01-31,339000.0,07381490
2010-02-01,349000.0,07381490
2010-02-02,360000.0,07381490
2010-02-03,382000.0,07381490
2010-02-04,400000.0,07381490
2010-02-05,420000.0,07381490
2010-02-06,432000.0,07381490
2010-02-07,437000.0,07381490
2010-02-08,443000.0,07381490
2010-02-09,446000.0,07381490
2010-02-10,441000.0,07381490
2010-02-11,440000.0,07381490
2010-02-12,443000.0,07381490
2010-02-13,446000.0,07381490
2010-02-14,450000.0,07381490
2010-02-15,456000.0,07381490
2010-02-16,455000.0,07381490
2010-02-17,452000.0,07381490
2010-02-18,445000.0,07381490
2010-02-19,442000.0,07381490
2010-02-20,441000.0,07381490
2010-02-21,433000.0,07381490
2010-02-22,427000.0,07381490
2010-02-23,419000.0,07381490
2010-02-24,404000.0,07381490
2010-02-25,387000.0,07381490
2010-02-26,377000.0,07381490
2010-02-27,372000.0,07381490
2010-02-28,353000.0,07381490
2010-03-01,329000.0,07381490
2010-03-02,322000.0,07381490
2010-03-03,320000.0,07381490
2010-03-04,317000.0,07381490
2010-03-05,311000.0,07381490
2010-03-06,305000.0,07381490
2010-03-07,301000.0,07381490
2010-03-08,294000.0,07381490
2010-03-09,286000.0,07381490
2010-03-10,279000.0,07381490
2010-03-11,272000.0,07381490
2010-03-12,262000.0,07381490
2010-03-13,255000.0,07381490
2010-03-14,252000.0,07381490
2010-03-15,248000.0,07381490
2010-03-16,245000.0,07381490
2010-03-17,245000.0,07381490
2010-03-18,247000.0,07381490
2010-03-19,254000.0,07381490
2010-03-20,268000.0,07381490
2010-03-21,276000.0,07381490
2010-03-22,279000.0,07381490
2010-03-23,284000.0,07381490
2010-03-24,302000.0,07381490
2010-03-25,316000.0,07381490
2010-03-26,327000.0,07381490
2010-03-27,332000.0,07381490
2010-03-28,336000.0,07381490
2010-03-29,342000.0,07381490
2010-03-30,358000.0,07381490
2010-03-31,368000.0,07381490
2010-04-01,373000.0,07381490
2010-04-02,379000.0,07381490
2010-04-03,385000.0,07381490
2010-04-04,388000.0,07381490
2010-04-05,386000.0,07381490
2010-04-06,390000.0,07381490
2010-04-07,395000.0,07381490
2010-04-08,401000.0,07381490
2010-04-09,401000.0,07381490
2010-04-10,407000.0,07381490
2010-04-11,408000.0,07381490
2010-04-12,406000.0,07381490
2010-04-13,399000.0,07381490
2010-04-14,388000.0,07381490
2010-04-15,375000.0,07381490
2010-04-16,366000.0,07381490
2010-04-17,350000.0,07381490
2010-04-18,344000.0,07381490
2010-04-19,340000.0,07381490
2010-04-20,332000.0,07381490
2010-04-21,315000.0,07381490
2010-04-22,294000.0,07381490
2010-04-23,285000.0,07381490
2010-04-24,273000.0,07381490
2010-04-25,256000.0,07381490
2010-04-26,255000.0,07381490
2010-04-27,251000.0,07381490
2010-04-28,233000.0,07381490
2010-04-29,206000.0,07381490
2010-04-30,203000.0,07381490
2010-05-01,212000.0,07381490
2010-05-02,212000.0,07381490
2010-05-03,199000.0,07381490
2010-05-04,195000.0,07381490
2010-05-05,213000.0,07381490
2010-05-06,246000.0,07381490
2010-05-07,281000.0,07381490
2010-05-08,294000.0,07381490
2010-05-09,299000.0,07381490
2010-05-10,302000.0,07381490
2010-05-11,308000.0,07381490
2010-05-12,313000.0,07381490
2010-05-13,325000.0,07381490
2010-05-14,332000.0,07381490
2010-05-15,351000.0,07381490
2010-05-16,361000.0,07381490
2010-05-17,365000.0,07381490
2010-05-18,365000.0,07381490
2010-05-19,376000.0,07381490
2010-05-20,382000.0,07381490
2010-05-21,387000.0,07381490
2010-05-22,397000.0,07381490
2010-05-23,402000.0,07381490
2010-05-24,406000.0,07381490
2010-05-25,399000.0,07381490
2010-05-26,403000.0,07381490
2010-05-27,408000.0,07381490
2010-05-28,411000.0,07381490
2010-05-29,410000.0,07381490
2010-05-30,410000.0,07381490
2010-05-31,411000.0,07381490
2010-06-01,411000.0,07381490
2010-06-02,408000.0,07381490
2010-06-03,394000.0,07381490
2010-06-04,381000.0,07381490
2010-06-05,373000.0,07381490
2010-06-06,368000.0,07381490
2010-06-07,360000.0,07381490
2010-06-08,345000.0,07381490
2010-06-09,329000.0,07381490
2010-06-10,315000.0,07381490
2010-06-11,303000.0,07381490
2010-06-12,284000.0,07381490
2010-06-13,268000.0,07381490
2010-06-14,258000.0,07381490
2010-06-15,251000.0,07381490
2010-06-16,252000.0,07381490
2010-06-17,258000.0,07381490
2010-06-18,248000.0,07381490
2010-06-19,242000.0,07381490
2010-06-20,246000.0,07381490
2010-06-21,242000.0,07381490
2010-06-22,246000.0,07381490
2010-06-23,264000.0,07381490
2010-06-24,266000.0,07381490
2010-06-25,270000.0,07381490
2010-06-26,276000.0,07381490
2010-06-27,275000.0,07381490
2010-06-28,280000.0,07381490
2010-06-29,281000.0,07381490
2010-06-30,276000.0,07381490
2010-07-01,281000.0,07381490
2010-07-02,280000.0,07381490
2010-07-03,270000.0,07381490
2010-07-04,270000.0,07381490
2010-07-05,275000.0,07381490
2010-07-06,277000.0,07381490
2010-07-07,275000.0,07381490
2010-07-08,267000.0,07381490
2010-07-09,279000.0,07381490
2010-07-10,274000.0,07381490
2010-07-11,278000.0,07381490
2010-07-12,279000.0,07381490
2010-07-13,273000.0,07381490
2010-07-14,263000.0,07381490
2010-07-15,254000.0,07381490
2010-07-16,251000.0,07381490
2010-07-17,252000.0,07381490
2010-07-18,256000.0,07381490
2010-07-19,254000.0,07381490
2010-07-20,255000.0,07381490
2010-07-21,244000.0,07381490
2010-07-22,248000.0,07381490
2010-07-23,245000.0,07381490
2010-07-24,239000.0,07381490
2010-07-25,244000.0,07381490
2010-07-26,245000.0,07381490
2010-07-27,233000.0,07381490
2010-07-28,227000.0,07381490
2010-07-29,225000.0,07381490
2010-07-30,227000.0,07381490
2010-07-31,227000.0,07381490
2010-08-01,232000.0,07381490
2010-08-02,230000.0,07381490
2010-08-03,229000.0,07381490
2010-08-04,228000.0,07381490
2010-08-05,225000.0,07381490
2010-08-06,226000.0,07381490
2010-08-07,216000.0,07381490
2010-08-08,217000.0,07381490
2010-08-09,220000.0,07381490
2010-08-10,208000.0,07381490
2010-08-11,203000.0,07381490
2010-08-12,201000.0,07381490
2010-08-13,201000.0,07381490
2010-08-14,196000.0,07381490
2010-08-15,193000.0,07381490
2010-08-16,190000.0,07381490
2010-08-17,183000.0,07381490
2010-08-18,183000.0,07381490
2010-08-19,179000.0,07381490
2010-08-20,178000.0,07381490
2010-08-21,179000.0,07381490
2010-08-22,174000.0,07381490
2010-08-23,174000.0,07381490
2010-08-24,174000.0,07381490
2010-08-25,172000.0,07381490
2010-08-26,171000.0,07381490
2010-08-27,170000.0,07381490
2010-08-28,176000.0,07381490
2010-08-29,178000.0,07381490
2010-08-30,180000.0,07381490
2010-08-31,177000.0,07381490
2010-09-01,167000.0,07381490
2010-09-02,172000.0,07381490
2010-09-03,172000.0,07381490
2010-09-04,163000.0,07381490
2010-09-05,153000.0,07381490
2010-09-06,149000.0,07381490
2010-09-07,144000.0,07381490
2010-09-08,142000.0,07381490
2010-09-09,137000.0,07381490
2010-09-10,126000.0,07381490
2010-09-11,120000.0,07381490
2010-09-12,118000.0,07381490
2010-09-13,122000.0,07381490
2010-09-14,130000.0,07381490
2010-09-15,139000.0,07381490
2010-09-16,140000.0,07381490
2010-09-17,135000.0,07381490
2010-09-18,130000.0,07381490
2010-09-19,124000.0,07381490
2010-09-20,123000.0,07381490
2010-09-21,125000.0,07381490
2010-09-22,132000.0,07381490
2010-09-23,127000.0,07381490
2010-09-24,126000.0,07381490
2010-09-25,117000.0,07381490
2010-09-26,117000.0,07381490
2010-09-27,116000.0,07381490
2010-09-28,119000.0,07381490
2010-09-29,128000.0,07381490
2010-09-30,124000.0,07381490
2010-10-01,128000.0,07381490
2010-10-02,129000.0,07381490
