Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL,SEAMAP
OREGON II,265,6/23/2005,12:06:18 PM,67,0,97,1.2900,W,27,38.6280,N,-97.021500,27.643800,0,21.5,5.67078,
OREGON II,265,6/23/2005,02:18:50 PM,68,0,96,46.5720,W,27,41.1900,N,-96.776200,27.686500,0,32.4,6.10061,
OREGON II,265,6/23/2005,03:43:05 PM,69,0,96,42.0480,W,27,35.5080,N,-96.700800,27.591800,0,45.1,3.90251,
OREGON II,265,6/23/2005,07:03:29 PM,71,0,96,28.3920,W,27,28.5180,N,-96.473200,27.475300,0,81.6,5.46598,
OREGON II,265,6/23/2005,09:23:11 PM,72,0,96,29.0280,W,27,23.5500,N,-96.483800,27.392500,0,89.5,5.02564,
OREGON II,265,6/24/2005,01:28:31 AM,74,0,96,29.9880,W,27,30.1320,N,-96.499800,27.502200,0,73.0,5.71629,
OREGON II,265,6/24/2005,03:14:04 AM,75,0,96,38.7420,W,27,30.9300,N,-96.645700,27.515500,0,56.3,4.72501,
OREGON II,265,6/24/2005,08:30:35 AM,77,0,96,52.3980,W,27,54.5880,N,-96.873300,27.909800,0,15.8,5.70877,
OREGON II,265,6/24/2005,11:12:37 AM,78,0,96,55.0920,W,27,58.0980,N,-96.918200,27.968300,0,11.3,5.64517,
OREGON II,265,6/24/2005,12:22:57 PM,79,0,96,53.9820,W,27,57.6300,N,-96.899700,27.960500,0,12.6,5.84936,
OREGON II,265,7/4/2005,11:21:36 PM,90,0,94,33.6720,W,29,21.1200,N,-94.561200,29.352000,0,11.4,5.96010,
OREGON II,265,7/5/2005,01:44:37 AM,91,0,94,29.8980,W,29,0.1800,N,-94.498300,29.003000,0,17.8,6.08471,
OREGON II,265,7/5/2005,04:18:40 AM,92,0,94,39.8400,W,28,45.6600,N,-94.664000,28.761000,0,22.5,6.14562,
OREGON II,265,7/5/2005,05:58:04 AM,93,0,94,50.2680,W,28,50.7420,N,-94.837800,28.845700,0,10.7,5.96301,
OREGON II,265,7/5/2005,07:35:09 AM,94,0,95,0.1680,W,29,0.1980,N,-95.002800,29.003300,0,16.3,5.39288,
OREGON II,265,7/5/2005,10:54:40 AM,95,0,94,57.1320,W,28,41.5380,N,-94.952200,28.692300,0,26.2,6.66759,
OREGON II,265,7/5/2005,12:09:06 PM,96,0,95,2.8020,W,28,45.6420,N,-95.046700,28.760700,0,20.9,6.08393,
OREGON II,265,7/5/2005,02:04:26 PM,97,0,95,13.1520,W,28,50.9580,N,-95.219200,28.849300,0,18.5,5.44632,
OREGON II,265,7/5/2005,05:30:43 PM,98,0,95,8.1720,W,28,44.1780,N,-95.136200,28.736300,0,21.6,6.71161,
OREGON II,265,7/5/2005,06:40:16 PM,99,0,95,8.0220,W,28,37.2420,N,-95.133700,28.620700,0,27.8,6.99437,
OREGON II,265,7/5/2005,08:46:51 PM,100,0,95,13.5780,W,28,37.4580,N,-95.226300,28.624300,0,26.0,6.51377,
OREGON II,265,7/5/2005,11:13:08 PM,101,0,95,12.5820,W,28,27.0600,N,-95.209700,28.451000,0,33.4,6.44121,
OREGON II,265,7/6/2005,01:39:13 AM,102,0,95,30.1200,W,28,30.1620,N,-95.502000,28.502700,0,25.0,5.96069,
OREGON II,265,7/6/2005,03:35:08 AM,103,0,95,33.1380,W,28,35.9880,N,-95.552300,28.599800,0,19.1,5.88394,
OREGON II,265,7/6/2005,05:02:44 AM,104,0,95,34.7820,W,28,38.4000,N,-95.579700,28.640000,0,14.7,5.73052,
OREGON II,265,7/6/2005,06:18:54 AM,105,0,95,46.4700,W,28,37.1100,N,-95.774500,28.618500,0,13.9,4.74938,
OREGON II,265,7/6/2005,09:32:28 AM,106,0,96,5.0580,W,28,30.6900,N,-96.084300,28.511500,0,12.0,6.09083,
OREGON II,265,7/6/2005,10:13:44 AM,107,0,96,7.1220,W,28,29.3220,N,-96.118700,28.488700,0,12.5,5.23481,
OREGON II,265,7/6/2005,11:44:04 AM,108,0,96,0.0480,W,28,29.9100,N,-96.000800,28.498500,0,14.9,5.60487,
OREGON II,265,7/6/2005,01:04:39 PM,109,0,96,7.7400,W,28,23.7120,N,-96.129000,28.395200,0,17.7,5.31525,
OREGON II,265,7/6/2005,03:01:45 PM,110,0,96,18.6780,W,28,21.5400,N,-96.311300,28.359000,0,14.0,5.20687,
OREGON II,265,7/6/2005,04:56:49 PM,111,0,96,6.4500,W,28,12.4380,N,-96.107500,28.207300,0,25.6,5.77219,
OREGON II,265,7/6/2005,07:05:41 PM,112,0,95,53.7120,W,28,7.5120,N,-95.895200,28.125200,0,36.1,6.11136,
OREGON II,265,7/6/2005,08:52:18 PM,113,0,95,49.0620,W,28,13.1880,N,-95.817700,28.219800,0,31.3,6.10090,
OREGON II,265,7/6/2005,10:33:14 PM,114,0,95,42.7080,W,28,10.8180,N,-95.711800,28.180300,0,36.1,6.29603,
OREGON II,265,7/7/2005,01:07:45 AM,115,0,95,34.3680,W,28,18.3600,N,-95.572800,28.306000,0,30.5,6.01665,
OREGON II,265,7/7/2005,02:46:39 AM,116,0,95,40.1520,W,28,11.6580,N,-95.669200,28.194300,0,36.4,6.11048,
OREGON II,265,7/7/2005,06:04:21 AM,117,0,96,1.3980,W,28,5.9880,N,-96.023300,28.099800,0,34.9,6.16713,
OREGON II,265,7/7/2005,07:42:30 AM,118,0,95,59.5620,W,28,10.9320,N,-95.992700,28.182200,0,29.5,6.42103,
OREGON II,265,7/7/2005,09:52:57 AM,119,0,96,3.9180,W,28,19.4280,N,-96.065300,28.323800,0,22.1,5.92102,
OREGON II,265,7/7/2005,06:15:27 PM,120,0,95,37.8480,W,28,13.5600,N,-95.630800,28.226000,0,35.8,5.79184,
OREGON II,265,7/7/2005,09:18:57 PM,121,0,95,14.7600,W,28,16.8600,N,-95.246000,28.281000,0,39.6,6.16180,
OREGON II,265,7/7/2005,11:59:28 PM,122,0,95,1.4580,W,28,7.4100,N,-95.024300,28.123500,0,29.5,7.07724,
OREGON II,265,7/8/2005,03:58:37 AM,123,0,94,39.8220,W,28,10.1580,N,-94.663700,28.169300,0,53.1,7.12918,
OREGON II,265,7/8/2005,07:02:15 AM,124,0,94,56.3820,W,28,16.8120,N,-94.939700,28.280200,0,45.7,6.07582,
OREGON II,265,7/8/2005,09:43:37 AM,125,0,95,4.7220,W,28,26.4780,N,-95.078700,28.441300,0,36.6,6.09202,
OREGON II,265,7/8/2005,02:25:47 PM,126,0,94,30.1380,W,28,29.7900,N,-94.502300,28.496500,0,36.9,5.59088,
OREGON II,265,7/8/2005,05:55:58 PM,127,0,93,53.7120,W,28,30.1920,N,-93.895200,28.503200,0,41.3,4.83686,
OREGON II,265,7/8/2005,08:47:10 PM,128,0,93,42.7500,W,28,30.2280,N,-93.712500,28.503800,0,41.1,4.65074,
OREGON II,265,7/8/2005,11:14:51 PM,129,0,93,51.6300,W,28,37.4220,N,-93.860500,28.623700,0,31.7,5.15133,
OREGON II,265,7/9/2005,01:20:38 AM,130,0,93,54.0600,W,28,41.3700,N,-93.901000,28.689500,0,27.3,5.11538,
OREGON II,265,7/9/2005,03:18:16 AM,131,0,93,35.3880,W,28,35.1180,N,-93.589800,28.585300,0,36.7,4.19668,
OREGON II,265,7/9/2005,04:54:12 AM,132,0,93,34.2600,W,28,41.7300,N,-93.571000,28.695500,0,28.4,4.36940,
OREGON II,265,7/9/2005,07:29:40 AM,133,0,93,29.3820,W,28,49.7280,N,-93.489700,28.828800,0,23.1,4.22032,
OREGON II,265,7/12/2005,06:27:40 PM,134,0,93,29.3100,W,29,36.3120,N,-93.488500,29.605200,0,12.1,4.88177,
OREGON II,265,7/12/2005,11:01:26 PM,135,0,93,45.8820,W,29,36.4320,N,-93.764700,29.607200,0,10.9,4.80178,
OREGON II,265,7/13/2005,12:34:46 AM,136,0,93,59.8800,W,29,30.0000,N,-93.998000,29.500000,0,12.6,6.31368,
OREGON II,265,7/13/2005,03:10:10 AM,137,0,93,38.7480,W,29,38.9580,N,-93.645800,29.649300,0,10.2,5.88631,
OREGON II,265,7/13/2005,08:54:40 AM,138,0,93,17.9880,W,29,22.3620,N,-93.299800,29.372700,0,13.3,4.94472,
OREGON II,265,7/13/2005,11:35:57 AM,139,0,93,1.2180,W,29,10.5480,N,-93.020300,29.175800,0,19.5,0.96463,
OREGON II,265,7/13/2005,04:14:09 PM,140,0,93,52.5420,W,29,19.7220,N,-93.875700,29.328700,0,12.2,4.90277,
OREGON II,265,7/13/2005,10:19:29 PM,141,0,93,58.6980,W,28,20.7780,N,-93.978300,28.346300,0,54.1,5.01777,
OREGON II,265,7/14/2005,03:08:58 AM,142,0,93,18.9480,W,28,34.1580,N,-93.315800,28.569300,0,39.0,4.65393,
OREGON II,265,7/14/2005,04:50:17 AM,143,0,93,20.5080,W,28,39.9600,N,-93.341800,28.666000,0,33.8,4.68304,
OREGON II,265,7/14/2005,06:47:28 AM,144,0,93,9.5220,W,28,43.0980,N,-93.158700,28.718300,0,29.7,4.77914,
OREGON II,265,7/14/2005,09:12:44 AM,145,0,93,10.5420,W,28,38.2800,N,-93.175700,28.638000,0,35.6,4.52141,
OREGON II,265,7/14/2005,11:23:55 AM,146,0,93,5.1900,W,28,31.8480,N,-93.086500,28.530800,0,42.8,4.41879,
OREGON II,265,7/14/2005,12:13:35 PM,147,0,93,0.1920,W,28,29.5020,N,-93.003200,28.491700,0,45.6,4.90657,
OREGON II,265,7/14/2005,04:38:28 PM,148,0,93,29.8320,W,28,34.4520,N,-93.497200,28.574200,0,38.0,4.64345,
OREGON II,265,7/14/2005,05:46:31 PM,149,0,93,34.6920,W,28,35.4600,N,-93.578200,28.591000,0,36.7,4.57734,
OREGON II,265,7/14/2005,08:44:44 PM,150,0,93,26.1420,W,28,47.6700,N,-93.435700,28.794500,0,26.2,4.56939,
OREGON II,265,7/14/2005,10:43:04 PM,151,0,93,29.4300,W,29,0.4080,N,-93.490500,29.006800,0,24.0,1.69140,
OREGON II,265,7/15/2005,01:47:35 AM,152,0,93,0.2400,W,28,59.9220,N,-93.004000,28.998700,0,24.5,2.02944,
OREGON II,265,7/15/2005,06:18:32 AM,153,0,92,53.3700,W,28,27.9600,N,-92.889500,28.466000,0,49.6,5.83329,
OREGON II,265,7/15/2005,10:29:03 AM,154,0,92,21.6600,W,28,22.0620,N,-92.361000,28.367700,0,59.5,6.12001,
OREGON II,265,7/15/2005,11:47:41 AM,155,0,92,29.8800,W,28,30.2580,N,-92.498000,28.504300,0,49.8,6.10233,
OREGON II,265,7/15/2005,01:41:52 PM,156,0,92,39.6720,W,28,40.8300,N,-92.661200,28.680500,0,34.9,4.21697,
OREGON II,265,7/15/2005,04:18:04 PM,157,0,92,36.2520,W,28,46.0080,N,-92.604200,28.766800,0,31.7,3.78262,
OREGON II,265,7/15/2005,06:18:49 PM,158,0,92,48.1980,W,28,53.6580,N,-92.803300,28.894300,0,25.7,0.90630,
OREGON II,265,7/15/2005,09:22:35 PM,159,0,92,52.3620,W,29,6.5220,N,-92.872700,29.108700,0,22.3,1.62435,
OREGON II,265,7/16/2005,12:44:25 AM,160,0,92,51.4620,W,29,21.8220,N,-92.857700,29.363700,0,16.2,0.20599,
OREGON II,265,7/16/2005,02:09:20 AM,161,0,92,41.7720,W,29,31.6080,N,-92.696200,29.526800,0,10.9,0.00000,
OREGON II,265,7/16/2005,05:52:32 AM,162,0,92,22.5180,W,29,10.9620,N,-92.375300,29.182700,0,12.2,1.95303,
OREGON II,265,7/16/2005,07:39:44 AM,163,0,92,28.4700,W,29,7.1820,N,-92.474500,29.119700,0,20.0,3.44328,
OREGON II,265,7/16/2005,09:45:50 AM,164,0,92,27.0780,W,28,58.3200,N,-92.451300,28.972000,0,26.0,2.90953,
OREGON II,265,7/28/2005,10:34:08 PM,165,0,91,59.3100,W,29,7.3080,N,-91.988500,29.121800,0,11.5,0.53815,
OREGON II,265,7/28/2005,11:21:34 PM,166,0,92,1.9080,W,29,3.2700,N,-92.031800,29.054500,0,16.3,0.36803,
OREGON II,265,7/29/2005,01:22:39 AM,167,0,92,2.2920,W,28,58.8600,N,-92.038200,28.981000,0,20.6,1.24786,
OREGON II,265,7/29/2005,02:02:29 AM,168,0,92,3.1380,W,28,54.5400,N,-92.052300,28.909000,0,24.4,2.72236,
OREGON II,265,7/29/2005,03:50:34 AM,169,0,92,0.6120,W,29,1.6020,N,-92.010200,29.026700,0,18.4,0.86968,
OREGON II,265,7/29/2005,07:14:28 AM,170,0,91,35.6880,W,28,59.2200,N,-91.594800,28.987000,0,13.2,0.23990,
OREGON II,265,7/29/2005,09:29:27 AM,171,0,91,36.0000,W,28,51.9600,N,-91.600000,28.866000,0,21.1,3.16399,
OREGON II,265,7/29/2005,11:24:45 AM,172,0,91,42.8880,W,28,42.9300,N,-91.714800,28.715500,0,29.3,3.99747,
OREGON II,265,7/29/2005,12:48:22 PM,173,0,91,38.3100,W,28,38.2320,N,-91.638500,28.637200,0,33.3,3.65660,
OREGON II,265,7/29/2005,02:50:38 PM,174,0,91,31.3680,W,28,43.1280,N,-91.522800,28.718800,0,25.6,3.60852,
OREGON II,265,7/29/2005,04:25:22 PM,175,0,91,33.2220,W,28,37.7520,N,-91.553700,28.629200,0,32.4,6.13947,
OREGON II,265,7/29/2005,07:34:36 PM,176,0,91,7.4220,W,28,44.3400,N,-91.123700,28.739000,0,12.0,3.87202,
OREGON II,265,7/29/2005,09:21:01 PM,177,0,91,7.6200,W,28,38.2320,N,-91.127000,28.637200,0,19.7,1.39148,
OREGON II,265,7/29/2005,12:19:26 AM,178,0,91,24.0480,W,28,33.5700,N,-91.400800,28.559500,0,35.5,4.27455,
OREGON II,265,7/30/2005,02:23:58 AM,179,0,91,14.6520,W,28,38.9220,N,-91.244200,28.648700,0,22.9,1.35052,
OREGON II,265,7/30/2005,05:11:11 AM,180,0,91,6.8100,W,28,39.9000,N,-91.113500,28.665000,0,17.0,2.00393,
OREGON II,265,7/30/2005,09:10:55 AM,181,0,90,45.4320,W,28,31.1700,N,-90.757200,28.519500,0,29.1,4.35161,
OREGON II,265,7/30/2005,11:10:29 AM,182,0,90,43.9080,W,28,36.8580,N,-90.731800,28.614300,0,18.1,5.48380,
OREGON II,265,7/30/2005,11:55:04 AM,183,0,90,39.0180,W,28,33.5400,N,-90.650300,28.559000,0,24.9,5.32940,
OREGON II,265,7/30/2005,03:11:06 PM,184,0,90,38.2800,W,28,52.6920,N,-90.638000,28.878200,0,15.9,1.76129,
OREGON II,265,7/30/2005,04:23:22 PM,185,0,90,29.7120,W,28,58.5120,N,-90.495200,28.975200,0,12.2,4.60418,
OREGON II,265,7/30/2005,05:57:44 PM,186,0,90,17.7720,W,28,58.4820,N,-90.296200,28.974700,0,14.9,3.60079,
OREGON II,265,7/30/2005,08:23:26 PM,187,0,90,0.2700,W,29,0.4620,N,-90.004500,29.007700,0,23.0,3.50731,
OREGON II,265,7/31/2005,12:20:35 AM,188,0,90,23.5200,W,28,37.7100,N,-90.392000,28.628500,0,28.0,3.25081,
OREGON II,265,7/31/2005,02:46:26 AM,189,0,90,17.9400,W,28,45.7620,N,-90.299000,28.762700,0,25.2,3.58315,
OREGON II,265,7/31/2005,04:47:11 AM,190,0,90,3.1980,W,28,48.0420,N,-90.053300,28.800700,0,37.3,3.81772,
OREGON II,265,7/31/2005,07:02:36 AM,191,0,89,57.8520,W,28,56.8920,N,-89.964200,28.948200,0,31.0,4.25571,
OREGON II,265,7/31/2005,10:44:51 AM,192,0,90,3.6480,W,29,7.1400,N,-90.060800,29.119000,0,12.1,0.68704,
OREGON II,265,7/31/2005,12:19:35 PM,193,0,89,52.2180,W,28,56.9520,N,-89.870300,28.949200,0,37.5,1.77599,
OREGON II,265,7/31/2005,02:20:47 PM,194,0,89,47.9820,W,29,5.5620,N,-89.799700,29.092700,0,26.0,0.96455,
OREGON II,265,7/31/2005,03:40:48 PM,195,0,89,41.7000,W,29,5.7180,N,-89.695000,29.095300,0,23.7,1.17875,
OREGON II,265,7/31/2005,05:37:03 PM,196,0,89,35.8320,W,29,2.6100,N,-89.597200,29.043500,0,18.0,3.30864,
OREGON II,265,7/31/2005,06:46:01 PM,197,0,89,33.6420,W,29,1.8780,N,-89.560700,29.031300,0,15.0,3.94878,
OREGON II,265,7/31/2005,09:36:14 PM,198,0,89,43.3800,W,28,55.5180,N,-89.723000,28.925300,0,51.7,2.05557,
OREGON II,265,8/1/2005,12:16:25 AM,199,0,89,30.9000,W,29,2.3520,N,-89.515000,29.039200,0,12.1,1.83244,
OREGON II,265,8/1/2005,02:03:26 AM,200,0,89,29.6280,W,28,58.5780,N,-89.493800,28.976300,0,23.3,1.70636,
