Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL,SEAMAP
OREGON II,259,6/24/2004,05:20 PM,84,0,95,32.6700,W,27,46.7898,N,-95.544500,27.779830,0,92.4,5.58488,
OREGON II,259,6/24/2004,08:51 PM,85,0,95,33.5502,W,27,47.1702,N,-95.559170,27.786170,0,86.7,5.45307,
OREGON II,259,6/25/2004,12:43 AM,86,0,95,46.8300,W,28,2.6400,N,-95.780500,28.044000,0,45.7,5.98097,
OREGON II,259,6/25/2004,04:04 AM,87,0,95,52.6002,W,28,8.1498,N,-95.876670,28.135830,0,35.9,6.01384,
OREGON II,259,6/25/2004,05:02 AM,88,0,95,58.0800,W,28,9.3102,N,-95.968000,28.155170,0,32.7,5.96671,
OREGON II,259,6/25/2004,08:11 AM,89,0,95,59.2800,W,28,28.9902,N,-95.988000,28.483170,0,15.3,5.02681,
OREGON II,259,6/25/2004,01:26 PM,90,0,95,22.4400,W,28,29.9100,N,-95.374000,28.498500,0,28.5,5.59781,
OREGON II,259,6/25/2004,03:32 PM,91,0,95,18.1800,W,28,38.8902,N,-95.303000,28.648170,0,23.3,5.11368,
OREGON II,259,6/25/2004,05:06 PM,92,0,95,23.3400,W,28,46.5600,N,-95.389000,28.776000,0,14.6,4.27514,
OREGON II,259,6/25/2004,07:11 PM,93,0,95,25.7298,W,28,37.2402,N,-95.428830,28.620670,0,17.9,5.87820,
OREGON II,259,6/25/2004,08:48 PM,94,0,95,30.3600,W,28,29.6898,N,-95.506000,28.494830,0,26.1,5.82602,
OREGON II,259,6/25/2004,11:23 PM,95,0,95,41.6598,W,28,31.2198,N,-95.694330,28.520330,0,20.1,5.47697,
OREGON II,259,6/26/2004,02:30 AM,96,0,95,36.6102,W,28,15.6102,N,-95.610170,28.260170,0,33.7,5.10603,
OREGON II,259,6/26/2004,05:14 AM,97,0,95,30.0600,W,28,0.1398,N,-95.501000,28.002330,0,54.5,5.99760,
OREGON II,259,6/26/2004,07:58 AM,98,0,95,12.1398,W,27,54.4002,N,-95.202330,27.906670,0,95.7,4.87184,
OREGON II,259,6/26/2004,09:59 AM,99,0,95,13.0602,W,28,1.2198,N,-95.217670,28.020330,0,63.5,5.98742,
OREGON II,259,6/26/2004,02:05 PM,101,0,94,56.4900,W,28,2.1000,N,-94.941500,28.035000,0,72.9,5.26363,
OREGON II,259,6/26/2004,04:46 PM,102,0,95,3.6198,W,28,6.5202,N,-95.060330,28.108670,0,55.7,5.57694,
OREGON II,259,6/26/2004,09:25 PM,105,0,95,10.6698,W,28,19.5000,N,-95.177830,28.325000,0,36.4,5.80172,
OREGON II,259,6/26/2004,11:25 PM,106,0,95,7.9398,W,28,14.0802,N,-95.132330,28.234670,0,46.3,5.51073,
OREGON II,259,6/27/2004,02:26 AM,107,0,95,9.0402,W,28,1.7700,N,-95.150670,28.029500,0,65.3,5.60029,
OREGON II,259,6/27/2004,06:12 AM,109,0,95,0.0900,W,27,59.9700,N,-95.001500,27.999500,0,80.5,5.49629,
OREGON II,259,6/27/2004,08:43 AM,110,0,94,43.7598,W,27,58.0002,N,-94.729330,27.966670,0,87.8,5.15480,
OREGON II,259,6/27/2004,11:52 AM,111,0,94,28.7502,W,28,0.1302,N,-94.479170,28.002170,0,69.1,5.51087,
OREGON II,259,6/27/2004,04:57 PM,112,0,94,0.9000,W,28,0.0402,N,-94.015000,28.000670,0,82.7,4.76130,
OREGON II,259,6/27/2004,06:41 PM,113,0,94,0.3300,W,27,59.5602,N,-94.005500,27.992670,0,82.3,4.78303,
OREGON II,259,6/27/2004,08:00 PM,114,0,93,57.5202,W,27,58.6302,N,-93.958670,27.977170,0,82.1,5.37095,
OREGON II,259,6/28/2004,12:43 AM,115,0,94,20.5800,W,27,57.1398,N,-94.343000,27.952330,0,99.9,4.78730,
OREGON II,259,6/28/2004,04:17 AM,116,0,94,49.5702,W,28,2.9400,N,-94.826170,28.049000,0,70.5,5.20823,
OREGON II,259,6/28/2004,08:47 AM,117,0,95,0.7098,W,28,23.5002,N,-95.011830,28.391670,0,38.5,5.47204,
OREGON II,259,6/28/2004,01:14 PM,119,0,95,0.0000,W,28,29.8998,N,-95.000000,28.498330,0,33.7,5.14393,
OREGON II,259,6/28/2004,03:44 PM,120,0,94,46.7298,W,28,37.2402,N,-94.778830,28.620670,0,29.8,4.68227,
OREGON II,259,6/28/2004,08:09 PM,121,0,94,24.0000,W,28,40.1802,N,-94.400000,28.669670,0,28.1,5.50272,
OREGON II,259,6/28/2004,09:52 PM,122,0,94,30.1398,W,28,29.9202,N,-94.502330,28.498670,0,36.9,5.56820,
OREGON II,259,6/28/2004,11:41 PM,123,0,94,38.7102,W,28,36.7398,N,-94.645170,28.612330,0,30.9,4.68529,
OREGON II,259,6/29/2004,03:22 AM,124,0,94,57.0702,W,28,39.3198,N,-94.951170,28.655330,0,27.7,5.05079,
OREGON II,259,6/29/2004,08:33 AM,125,0,94,30.9198,W,29,3.0000,N,-94.515330,29.050000,0,16.3,1.78831,
OREGON II,259,6/29/2004,09:56 AM,126,0,94,30.4200,W,28,59.9802,N,-94.507000,28.999670,0,18.6,3.17446,
OREGON II,259,6/29/2004,02:46 PM,127,0,95,0.2400,W,29,4.7202,N,-95.004000,29.078670,0,12.9,2.93424,
OREGON II,259,6/29/2004,03:33 PM,128,0,95,0.0000,W,29,0.0402,N,-95.000000,29.000670,0,16.0,3.05449,
OREGON II,259,6/29/2004,05:13 PM,129,0,94,59.0202,W,28,50.8698,N,-94.983670,28.847830,0,18.4,4.66706,
OREGON II,259,6/29/2004,09:56 PM,131,0,95,8.2500,W,28,59.4900,N,-95.137500,28.991500,0,13.2,4.63221,
OREGON II,259,6/29/2004,10:44 PM,132,0,95,5.4600,W,29,2.5800,N,-95.091000,29.043000,0,12.8,4.46388,
OREGON II,259,6/30/2004,01:43 AM,133,0,95,0.9000,W,29,5.7000,N,-95.015000,29.095000,0,12.4,4.41384,
OREGON II,259,6/30/2004,02:49 AM,134,0,94,54.4698,W,29,3.3900,N,-94.907830,29.056500,0,16.8,1.37034,
OREGON II,259,6/30/2004,08:40 AM,135,0,94,36.8298,W,29,20.7600,N,-94.613830,29.346000,0,11.3,1.31739,
OREGON II,259,6/30/2004,09:50 AM,136,0,94,27.4602,W,29,22.4700,N,-94.457670,29.374500,0,13.1,1.63423,
OREGON II,259,6/30/2004,03:31 PM,138,0,93,59.8302,W,29,29.7702,N,-93.997170,29.496170,0,12.3,4.45464,
OREGON II,259,6/30/2004,08:57 PM,139,0,94,22.5798,W,28,54.4500,N,-94.376330,28.907500,0,21.0,2.54381,
OREGON II,259,7/1/2004,12:26 AM,140,0,94,38.8500,W,29,11.3598,N,-94.647500,29.189330,0,16.6,2.25279,
OREGON II,259,7/2/2004,08:09 PM,141,0,94,14.1198,W,28,49.9998,N,-94.235330,28.833330,0,24.1,4.14708,
OREGON II,259,7/3/2004,12:29 AM,143,0,93,59.9202,W,29,0.0498,N,-93.998670,29.000830,0,19.7,6.13470,
OREGON II,259,7/3/2004,01:49 AM,144,0,93,56.9502,W,28,57.0402,N,-93.949170,28.950670,0,20.5,3.83853,
OREGON II,259,7/3/2004,05:50 AM,145,0,93,58.9302,W,28,35.9298,N,-93.982170,28.598830,0,34.5,6.20352,
OREGON II,259,7/3/2004,07:27 AM,146,0,93,49.0602,W,28,48.3798,N,-93.817670,28.806330,0,24.2,6.05513,
OREGON II,259,7/3/2004,02:12 PM,149,0,94,5.1300,W,28,24.7902,N,-94.085500,28.413170,0,46.2,6.32404,
OREGON II,259,7/3/2004,07:12 PM,153,0,93,48.0798,W,28,33.2502,N,-93.801330,28.554170,0,37.0,5.56089,
OREGON II,259,7/3/2004,11:39 PM,155,0,93,34.5702,W,28,35.2002,N,-93.576170,28.586670,0,36.7,5.65206,
OREGON II,259,7/4/2004,01:46 AM,156,0,93,39.9198,W,28,40.9398,N,-93.665330,28.682330,0,27.0,5.58551,
OREGON II,259,7/4/2004,03:47 AM,157,0,93,26.4498,W,28,39.8598,N,-93.440830,28.664330,0,31.1,4.67100,
OREGON II,259,7/4/2004,05:35 AM,158,0,93,29.8698,W,28,29.9802,N,-93.497830,28.499670,0,43.3,5.77787,
OREGON II,259,7/4/2004,07:34 AM,159,0,93,45.5400,W,28,33.8298,N,-93.759000,28.563830,0,36.5,5.36690,
OREGON II,259,7/4/2004,10:06 AM,160,0,93,33.8700,W,28,28.8102,N,-93.564500,28.480170,0,45.3,5.98591,
OREGON II,259,7/4/2004,03:04 PM,163,0,93,26.4198,W,28,7.8600,N,-93.440330,28.131000,0,73.0,5.41577,
OREGON II,259,7/4/2004,05:58 PM,164,0,93,26.7000,W,28,8.6502,N,-93.445000,28.144170,0,67.7,5.66730,
OREGON II,259,7/4/2004,08:36 PM,165,0,93,25.3602,W,28,2.4000,N,-93.422670,28.040000,0,90.1,4.90716,
OREGON II,259,7/4/2004,09:21 PM,166,0,93,30.0402,W,27,59.9298,N,-93.500670,27.998830,0,94.6,4.80645,
OREGON II,259,7/4/2004,11:27 PM,167,0,93,19.8300,W,28,8.7798,N,-93.330500,28.146330,0,72.5,5.56311,
OREGON II,259,7/5/2004,02:21 AM,168,0,93,13.6500,W,28,3.8802,N,-93.227500,28.064670,0,91.3,5.26177,
OREGON II,259,7/5/2004,06:32 AM,170,0,92,59.4498,W,28,0.2100,N,-92.990830,28.003500,0,107.9,4.60054,
OREGON II,259,7/5/2004,09:47 AM,171,0,92,30.3402,W,28,0.0498,N,-92.505670,28.000830,0,107.1,4.82989,
OREGON II,259,7/5/2004,12:22 PM,172,0,92,46.0302,W,27,59.8902,N,-92.767170,27.998170,0,110.0,4.47247,
OREGON II,259,7/5/2004,05:20 PM,173,0,92,59.7702,W,28,29.5602,N,-92.996170,28.492670,0,45.8,5.80155,
OREGON II,259,7/5/2004,07:41 PM,174,0,92,57.8100,W,28,45.8700,N,-92.963500,28.764500,0,29.2,5.08241,
OREGON II,259,7/5/2004,10:32 PM,175,0,92,53.0898,W,28,51.2598,N,-92.884830,28.854330,0,25.5,4.98121,
OREGON II,259,7/6/2004,12:45 AM,176,0,93,0.6300,W,28,54.4002,N,-93.010500,28.906670,0,22.4,5.40933,
OREGON II,259,7/6/2004,01:29 AM,177,0,93,0.2100,W,28,59.9802,N,-93.003500,28.999670,0,23.6,3.01906,
OREGON II,259,7/6/2004,04:18 AM,178,0,93,28.9398,W,28,59.8998,N,-93.482330,28.998330,0,24.1,3.50539,
OREGON II,259,7/6/2004,07:25 AM,179,0,93,1.5498,W,28,54.5598,N,-93.025830,28.909330,0,22.4,5.40077,
OREGON II,259,7/6/2004,09:38 AM,180,0,93,8.4702,W,28,50.3802,N,-93.141170,28.839670,0,24.5,4.98525,
OREGON II,259,7/6/2004,11:36 AM,181,0,93,3.1998,W,28,44.3202,N,-93.053330,28.738670,0,31.4,5.71985,
OREGON II,259,7/6/2004,02:31 PM,182,0,93,4.9698,W,28,48.3798,N,-93.082830,28.806330,0,27.6,5.16812,
OREGON II,259,7/6/2004,03:34 PM,183,0,92,56.0898,W,28,44.5098,N,-92.934830,28.741830,0,31.9,6.32398,
OREGON II,259,7/6/2004,09:30 PM,184,0,93,42.0900,W,29,8.8500,N,-93.701500,29.147500,0,18.7,2.23115,
OREGON II,259,7/6/2004,11:51 PM,185,0,93,54.4800,W,29,16.2498,N,-93.908000,29.270830,0,14.6,3.26187,
OREGON II,259,7/7/2004,02:48 AM,186,0,93,32.1600,W,29,12.0900,N,-93.536000,29.201500,0,17.0,0.38146,
OREGON II,259,7/7/2004,05:25 AM,187,0,93,20.8902,W,29,23.3100,N,-93.348170,29.388500,0,13.3,3.59620,
OREGON II,259,7/7/2004,06:42 AM,188,0,93,29.9898,W,29,29.9802,N,-93.499830,29.499670,0,11.1,3.66799,
OREGON II,259,7/7/2004,09:36 AM,189,0,93,37.0998,W,29,37.3098,N,-93.618330,29.621830,0,11.3,3.28810,
OREGON II,259,7/7/2004,01:06 PM,190,0,93,0.1800,W,29,30.0300,N,-93.003000,29.500500,0,13.7,0.00000,
OREGON II,259,7/7/2004,02:15 PM,191,0,92,53.1600,W,29,30.8400,N,-92.886000,29.514000,0,12.9,0.22218,
OREGON II,259,7/7/2004,05:41 PM,193,0,92,41.5800,W,29,31.1598,N,-92.693000,29.519330,0,11.1,0.05625,
OREGON II,259,7/7/2004,09:41 PM,194,0,92,16.7802,W,29,9.4200,N,-92.279670,29.157000,0,9.7,0.00000,
OREGON II,259,7/8/2004,12:00 AM,195,0,91,59.8698,W,29,0.2202,N,-91.997830,29.003670,0,19.3,1.50383,
OREGON II,259,7/8/2004,01:50 AM,196,0,92,5.4000,W,29,0.6198,N,-92.090000,29.010330,0,20.0,1.45742,
OREGON II,259,7/8/2004,03:07 AM,197,0,92,18.7302,W,29,1.1700,N,-92.312170,29.019500,0,22.1,0.49903,
OREGON II,259,7/8/2004,05:21 AM,198,0,92,30.4302,W,28,59.8002,N,-92.507170,28.996670,0,25.3,1.62689,
OREGON II,259,7/8/2004,08:31 AM,200,0,92,36.0600,W,29,13.3698,N,-92.601000,29.222830,0,18.3,0.08710,
OREGON II,259,7/8/2004,12:51 PM,202,0,92,53.5398,W,29,15.3102,N,-92.892330,29.255170,0,18.2,1.75400,
OREGON II,259,7/8/2004,04:08 PM,203,0,92,46.9902,W,28,42.6402,N,-92.783170,28.710670,0,33.1,3.41751,
OREGON II,259,7/8/2004,08:05 PM,205,0,92,28.1502,W,28,32.6400,N,-92.469170,28.544000,0,44.8,6.03225,
OREGON II,259,7/9/2004,12:28 AM,207,0,92,6.6000,W,28,26.4798,N,-92.110000,28.441330,0,55.5,5.32227,
OREGON II,259,7/9/2004,06:46 AM,211,0,92,9.1398,W,28,14.5800,N,-92.152330,28.243000,0,68.1,5.72131,
OREGON II,259,7/9/2004,11:18 AM,214,0,92,6.0402,W,28,24.8802,N,-92.100670,28.414670,0,57.4,5.47927,
OREGON II,259,7/9/2004,01:29 PM,215,0,91,47.9598,W,28,13.9602,N,-91.799330,28.232670,0,73.9,5.58542,
OREGON II,259,7/9/2004,05:19 PM,217,0,91,33.5100,W,28,11.8698,N,-91.558500,28.197830,0,81.5,5.00361,
OREGON II,259,7/9/2004,08:25 PM,218,0,91,34.0398,W,28,6.2700,N,-91.567330,28.104500,0,102.4,4.06184,
OREGON II,259,7/9/2004,11:01 PM,220,0,91,34.2198,W,28,8.9700,N,-91.570330,28.149500,0,90.1,4.42106,
OREGON II,259,7/10/2004,02:08 AM,221,0,91,59.7798,W,28,30.0300,N,-91.996330,28.500500,0,49.8,5.48608,
OREGON II,259,7/10/2004,03:39 AM,222,0,92,2.1402,W,28,37.4802,N,-92.035670,28.624670,0,40.5,5.60562,
OREGON II,259,7/10/2004,07:31 AM,224,0,92,10.5102,W,28,59.7498,N,-92.175170,28.995830,0,22.3,2.11860,
OREGON II,259,7/10/2004,09:22 AM,225,0,92,6.4698,W,29,6.1902,N,-92.107830,29.103170,0,14.5,0.34009,
OREGON II,259,7/10/2004,01:35 PM,226,0,91,30.6702,W,28,54.1098,N,-91.511170,28.901830,0,16.1,0.56144,
OREGON II,259,7/10/2004,02:50 PM,227,0,91,24.9600,W,28,47.5602,N,-91.416000,28.792670,0,18.5,3.23741,
OREGON II,259,7/10/2004,04:18 PM,229,0,91,24.2700,W,28,41.8902,N,-91.404500,28.698170,0,23.8,4.02565,
OREGON II,259,7/10/2004,09:26 PM,230,0,91,40.8102,W,28,59.9802,N,-91.680170,28.999670,0,13.4,0.10973,
OREGON II,259,7/10/2004,11:43 PM,231,0,91,25.8900,W,28,42.6702,N,-91.431500,28.711170,0,24.1,3.81690,
OREGON II,259,7/11/2004,01:39 AM,232,0,91,28.5798,W,28,32.3796,N,-91.476330,28.539660,0,40.9,4.98819,
OREGON II,259,7/11/2004,03:08 AM,233,0,91,29.5200,W,28,30.0600,N,-91.492000,28.501000,0,46.2,5.25912,
OREGON II,259,7/11/2004,05:38 AM,234,0,91,16.9902,W,28,31.5798,N,-91.283170,28.526330,0,37.0,3.98858,
OREGON II,259,7/11/2004,07:10 AM,235,0,91,21.4302,W,28,20.8998,N,-91.357170,28.348330,0,63.7,5.16511,
OREGON II,259,7/11/2004,11:47 AM,237,0,91,36.3900,W,28,34.3800,N,-91.606500,28.573000,0,40.2,5.07616,
OREGON II,259,7/11/2004,02:19 PM,238,0,91,22.8798,W,28,32.8698,N,-91.381330,28.547830,0,36.9,4.38411,
OREGON II,259,7/11/2004,03:42 PM,239,0,91,21.0000,W,28,34.0002,N,-91.350000,28.566670,0,33.8,4.10618,
OREGON II,259,7/11/2004,07:01 PM,240,0,91,6.2898,W,28,45.8202,N,-91.104830,28.763670,0,10.9,3.05099,
OREGON II,259,7/11/2004,09:48 PM,241,0,90,43.9398,W,28,52.7700,N,-90.732330,28.879500,0,12.9,0.13709,
OREGON II,259,7/11/2004,10:42 PM,242,0,90,43.6098,W,28,51.0798,N,-90.726830,28.851330,0,16.7,0.08061,
OREGON II,259,7/12/2004,12:29 AM,243,0,90,42.4902,W,28,35.1198,N,-90.708170,28.585330,0,20.3,2.26507,
OREGON II,259,7/12/2004,02:00 AM,244,0,90,36.6498,W,28,29.1498,N,-90.610830,28.485830,0,36.8,3.13015,
OREGON II,259,7/12/2004,05:06 AM,245,0,90,28.5198,W,28,32.6598,N,-90.475330,28.544330,0,35.7,4.02103,
OREGON II,259,7/12/2004,05:39 AM,246,0,90,29.9400,W,28,29.9802,N,-90.499000,28.499670,0,38.7,3.92066,
OREGON II,259,7/12/2004,07:10 AM,247,0,90,37.1700,W,28,22.8798,N,-90.619500,28.381330,0,45.4,4.27487,
OREGON II,259,7/12/2004,11:45 AM,249,0,91,2.3598,W,28,24.0402,N,-91.039330,28.400670,0,45.8,3.77611,
OREGON II,259,7/12/2004,01:34 PM,250,0,91,0.1800,W,28,29.8602,N,-91.003000,28.497670,0,33.3,3.79055,
OREGON II,259,7/12/2004,02:32 PM,251,0,91,1.5000,W,28,34.1502,N,-91.025000,28.569170,0,25.9,2.75358,
OREGON II,259,7/12/2004,04:04 PM,252,0,90,55.0002,W,28,35.4402,N,-90.916670,28.590670,0,21.3,3.09644,
OREGON II,259,7/12/2004,07:29 PM,253,0,90,54.2100,W,28,17.3298,N,-90.903500,28.288830,0,61.9,4.49416,
OREGON II,259,7/13/2004,12:19 AM,254,0,90,19.2600,W,28,15.3702,N,-90.321000,28.256170,0,81.4,4.64385,
OREGON II,259,7/13/2004,02:19 AM,255,0,90,10.0698,W,28,18.9498,N,-90.167830,28.315830,0,82.9,4.45547,
OREGON II,259,7/13/2004,06:05 AM,256,0,90,16.9602,W,28,40.9302,N,-90.282670,28.682170,0,29.9,1.54437,
OREGON II,259,7/13/2004,08:02 AM,257,0,90,19.5402,W,28,53.9898,N,-90.325670,28.899830,0,19.8,0.14321,
OREGON II,259,7/13/2004,10:41 AM,258,0,90,27.0402,W,28,55.8702,N,-90.450670,28.931170,0,16.0,0.07331,
OREGON II,259,7/13/2004,11:51 AM,259,0,90,29.4402,W,28,59.5200,N,-90.490670,28.992000,0,11.4,0.06485,
OREGON II,259,7/13/2004,02:37 PM,260,0,90,17.1300,W,28,58.5798,N,-90.285500,28.976330,0,15.0,0.04172,
OREGON II,259,7/13/2004,04:33 PM,261,0,89,59.9598,W,28,59.9802,N,-89.999330,28.999670,0,24.5,3.82907,
OREGON II,259,7/13/2004,07:29 PM,262,0,90,3.5100,W,28,57.9798,N,-90.058500,28.966330,0,24.5,3.27178,
OREGON II,259,7/13/2004,09:29 PM,263,0,90,14.9898,W,28,58.0998,N,-90.249830,28.968330,0,16.8,0.07826,
OREGON II,259,7/14/2004,12:30 AM,264,0,90,22.2900,W,28,37.2498,N,-90.371500,28.620830,0,31.3,2.24225,
OREGON II,259,7/14/2004,02:46 AM,265,0,90,25.2102,W,28,26.8698,N,-90.420170,28.447830,0,45.6,4.04456,
