Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL,Temperature,Fluorescence
OREGON II,282,6/27/2008,03:34 AM,115,0,95,35.3598,W,28,43.8600,N,-95.589330,28.731000,0,11.3,5.63714,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/115C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/115C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/27/2008,04:40 AM,116,0,95,28.8300,W,28,41.2302,N,-95.480500,28.687170,0,17.3,0.38196,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/116C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/116C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/27/2008,08:19 AM,117,0,95,2.5800,W,28,28.8900,N,-95.043000,28.481500,0,35.2,2.80518,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/117C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/117C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/27/2008,11:31 AM,118,0,95,9.0600,W,28,18.6198,N,-95.151000,28.310330,0,40.3,4.13640,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/118C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/118C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/27/2008,06:16 PM,121,0,94,44.6802,W,27,58.9500,N,-94.744670,27.982500,0,82.7,4.89086,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/121C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/121C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/27/2008,11:25 PM,122,0,95,30.4800,W,27,54.5598,N,-95.508000,27.909330,0,63.7,4.96291,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/122C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/122C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,02:09 AM,124,0,95,29.5200,W,27,51.6900,N,-95.492000,27.861500,0,71.1,4.88823,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/124C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/124C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,04:14 AM,125,0,95,29.7102,W,27,59.8602,N,-95.495170,27.997670,0,55.3,4.75748,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/125C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/125C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,07:01 AM,126,0,95,8.2998,W,28,2.0100,N,-95.138330,28.033500,0,64.6,4.52010,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/126C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/126C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,01:22 PM,127,0,94,48.8802,W,27,55.3500,N,-94.814670,27.922500,0,105.5,4.59436,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/127C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/127C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,02:40 PM,128,0,95,0.1002,W,27,59.9700,N,-95.001670,27.999500,0,80.4,4.56787,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/128C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/128C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,06:21 PM,129,0,94,28.2600,W,27,58.5798,N,-94.471000,27.976330,0,90.1,4.50384,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/129C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/129C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/28/2008,10:23 PM,131,0,94,19.7202,W,28,1.8402,N,-94.328670,28.030670,0,72.7,4.73987,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/131C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/131C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/29/2008,01:57 AM,132,0,94,21.6600,W,28,21.3498,N,-94.361000,28.355830,0,45.5,4.46124,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/132C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/132C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/29/2008,11:50 AM,137,0,94,4.4502,W,28,9.3600,N,-94.074170,28.156000,0,64.1,4.28883,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/137C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/137C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/29/2008,02:02 PM,138,0,93,59.9400,W,28,0.1002,N,-93.999000,28.001670,0,81.3,4.78353,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/138C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/138C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/29/2008,03:38 PM,139,0,93,51.7500,W,28,1.9398,N,-93.862500,28.032330,0,93.1,4.57179,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/139C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/139C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/29/2008,06:36 PM,140,0,93,29.5698,W,28,1.3698,N,-93.492830,28.022830,0,83.4,4.84299,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/140C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/140C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/29/2008,11:50 PM,141,0,93,0.9198,W,28,0.3198,N,-93.015330,28.005330,0,102.6,4.63789,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/141C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/141C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/30/2008,01:47 AM,142,0,93,8.7498,W,28,9.9102,N,-93.145830,28.165170,0,72.4,4.50237,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/142C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/142C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/30/2008,07:28 AM,145,0,93,21.0600,W,28,21.9498,N,-93.351000,28.365830,0,54.8,4.53410,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/145C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/145C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/30/2008,11:54 AM,148,0,93,29.7498,W,28,30.5100,N,-93.495830,28.508500,0,42.6,4.07047,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/148C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/148C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/30/2008,02:03 PM,149,0,93,37.1898,W,28,21.9702,N,-93.619830,28.366170,0,54.7,4.46872,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/149C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/149C01_proc_flS_xmiss_density.jpg
OREGON II,282,6/30/2008,09:11 PM,153,0,93,54.7500,W,28,20.7798,N,-93.912500,28.346330,0,54.8,4.23564,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/153C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/153C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,04:20 AM,156,0,94,22.1502,W,28,41.9802,N,-94.369170,28.699670,0,24.6,1.30910,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/156C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/156C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,07:06 AM,157,0,94,27.9900,W,28,33.4998,N,-94.466500,28.558330,0,35.5,3.37922,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/157C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/157C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,08:38 AM,158,0,94,32.5398,W,28,40.5198,N,-94.542330,28.675330,0,29.3,1.71177,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/158C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/158C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,11:20 AM,159,0,94,36.4200,W,28,48.7098,N,-94.607000,28.811830,0,19.1,2.15473,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/159C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/159C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,12:52 PM,160,0,94,29.9898,W,28,59.9502,N,-94.499830,28.999170,0,19.4,0.22776,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/160C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/160C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,05:05 PM,161,0,94,12.5202,W,28,49.2198,N,-94.208670,28.820330,0,25.8,1.08455,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/161C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/161C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,06:13 PM,162,0,94,9.9402,W,28,39.8100,N,-94.165670,28.663500,0,31.4,2.83657,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/162C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/162C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/1/2008,10:23 PM,164,0,93,56.8698,W,28,35.4600,N,-93.947830,28.591000,0,34.5,2.93448,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/164C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/164C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,01:34 AM,166,0,94,0.8502,W,28,30.3300,N,-94.014170,28.505500,0,39.8,3.75170,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/166C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/166C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,04:22 AM,167,0,93,38.3598,W,28,33.0798,N,-93.639330,28.551330,0,35.9,3.71775,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/167C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/167C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,09:17 AM,168,0,93,51.1902,W,29,2.5098,N,-93.853170,29.041830,0,20.3,1.45126,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/168C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/168C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,11:45 AM,169,0,93,59.5800,W,29,0.0798,N,-93.993000,29.001330,0,20.9,0.98215,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/169C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/169C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,02:37 PM,170,0,93,55.6200,W,28,40.9500,N,-93.927000,28.682500,0,29.1,2.13828,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/170C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/170C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,05:31 PM,171,0,93,40.7202,W,28,38.4198,N,-93.678670,28.640330,0,34.4,3.04586,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/171C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/171C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,07:04 PM,172,0,93,36.0198,W,28,43.5198,N,-93.600330,28.725330,0,25.5,2.24289,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/172C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/172C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/2/2008,09:34 PM,173,0,93,50.7900,W,28,54.2202,N,-93.846500,28.903670,0,23.7,1.69761,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/173C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/173C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/3/2008,01:40 AM,175,0,93,58.2198,W,29,15.1902,N,-93.970330,29.253170,0,11.5,4.96384,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/175C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/175C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,01:33 AM,176,0,93,57.4002,W,29,30.6000,N,-93.956670,29.510000,0,12.8,0.44089,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/176C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/176C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,04:47 AM,177,0,93,38.9298,W,29,36.8898,N,-93.648830,29.614830,0,11.4,1.54549,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/177C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/177C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,05:43 AM,178,0,93,32.2200,W,29,32.2002,N,-93.537000,29.536670,0,11.7,2.99692,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/178C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/178C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,09:21 AM,179,0,92,59.3400,W,29,30.5400,N,-92.989000,29.509000,0,14.4,1.06624,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/179C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/179C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,11:36 AM,180,0,92,41.9298,W,29,30.9498,N,-92.698830,29.515830,0,12.3,0.21817,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/180C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/180C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,01:11 PM,181,0,92,42.5202,W,29,32.8200,N,-92.708670,29.547000,0,10.5,0.15042,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/181C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/181C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,04:00 PM,183,0,92,44.9502,W,29,27.7500,N,-92.749170,29.462500,0,14.9,0.16838,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/183C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/183C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,04:48 PM,184,0,92,44.8602,W,29,21.2502,N,-92.747670,29.354170,0,16.9,0.25235,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/184C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/184C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/6/2008,11:46 PM,186,0,92,12.9798,W,29,7.5402,N,-92.216330,29.125670,0,14.3,0.25562,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/186C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/186C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,12:39 AM,187,0,92,13.9398,W,29,5.8500,N,-92.232330,29.097500,0,17.0,0.24703,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/187C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/187C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,04:34 AM,188,0,92,27.4200,W,29,15.0102,N,-92.457000,29.250170,0,13.0,0.22277,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/188C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/188C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,06:28 AM,189,0,92,42.1998,W,29,7.5402,N,-92.703330,29.125670,0,22.2,0.17138,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/189C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/189C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,10:55 AM,190,0,92,34.1802,W,29,0.7602,N,-92.569670,29.012670,0,26.1,2.26061,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/190C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/190C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,01:57 PM,191,0,92,59.6202,W,28,59.8602,N,-92.993670,28.997670,0,25.2,2.29826,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/191C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/191C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,04:53 PM,192,0,93,16.7202,W,28,48.1800,N,-93.278670,28.803000,0,27.1,2.76094,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/192C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/192C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/7/2008,07:55 PM,193,0,93,30.4698,W,29,2.0298,N,-93.507830,29.033830,0,22.5,0.19555,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/193C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/193C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/8/2008,12:40 AM,195,0,93,25.0602,W,29,10.7400,N,-93.417670,29.179000,0,18.5,0.33333,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/195C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/195C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/8/2008,02:37 AM,196,0,93,7.5600,W,29,21.0198,N,-93.126000,29.350330,0,16.3,0.13773,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/196C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/196C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/8/2008,05:56 AM,198,0,93,8.6502,W,29,9.5202,N,-93.144170,29.158670,0,20.0,0.23800,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/198C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/198C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/8/2008,11:45 AM,200,0,93,7.5600,W,28,41.8698,N,-93.126000,28.697830,0,31.9,2.05601,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/200C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/200C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/8/2008,02:29 PM,201,0,92,53.2500,W,28,50.0802,N,-92.887500,28.834670,0,27.9,1.70455,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/201C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/201C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/8/2008,06:54 PM,202,0,92,21.3300,W,28,43.8300,N,-92.355500,28.730500,0,36.6,4.30596,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/202C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/202C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/9/2008,01:09 AM,205,0,92,31.3398,W,28,41.8098,N,-92.522330,28.696830,0,35.1,2.83030,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/205C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/205C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/9/2008,04:09 AM,206,0,92,41.4798,W,28,49.7898,N,-92.691330,28.829830,0,29.8,1.99680,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/206C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/206C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/9/2008,08:03 AM,208,0,93,0.7800,W,28,46.9800,N,-93.013000,28.783000,0,29.2,1.12676,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/208C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/208C01_proc_flS_xmiss_density.jpg
OREGON II,282,7/9/2008,11:45 AM,209,0,93,0.7698,W,28,31.6002,N,-93.012830,28.526670,0,44.3,3.24269,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Temperature/209C01_proc.jpg,https://www.ncei.noaa.gov/waf/hypoxia-waf/documents/hypoxia/DataPlots/2008Summer/Fluorescence/209C01_proc_flS_xmiss_density.jpg
