Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL
OREGON II,348,7/11/2023,21:01:18,44,1,-90,4.25,W,28,20.88,N,-90.070833,28.348000,88.20,89,4.4273
OREGON II,348,7/11/2023,23:33:04,45,1,-90,19.82,W,28,19.64,N,-90.330333,28.327333,62.10,62,4.8839
OREGON II,348,7/12/2023,03:29:14,46,1,-90,28.46,W,28,42.04,N,-90.474333,28.700667,19.50,19,4.8859
OREGON II,348,7/12/2023,05:15:00,47,1,-90,36.98,W,28,41.01,N,-90.616333,28.683500,18.60,13,4.5590
OREGON II,348,7/12/2023,09:27:21,48,1,-90,55.59,W,28,15.28,N,-90.926500,28.254667,70.90,71,4.1915
OREGON II,348,7/12/2023,13:05:42,49,1,-91,16.88,W,28,12.69,N,-91.281333,28.211500,85.80,86,3.7119
OREGON II,348,7/12/2023,16:23:57,50,1,-91,37.66,W,28,16.98,N,-91.627667,28.283000,70.80,71,4.1944
OREGON II,348,7/12/2023,20:34:06,51,1,-91,51.20,W,28,13.34,N,-91.853333,28.222333,75.10,75,3.8592
OREGON II,348,7/13/2023,00:00:15,52,1,-92,15.28,W,28,6.82,N,-92.254667,28.113667,87.10,87,4.2752
OREGON II,348,7/13/2023,04:37:37,53,1,-92,47.48,W,28,3.53,N,-92.791333,28.058833,95.70,94,4.4855
OREGON II,348,7/13/2023,07:09:18,54,1,-92,53.19,W,28,10.61,N,-92.886500,28.176833,74.10,73,4.0504
OREGON II,348,7/13/2023,09:44:11,55,1,-92,50.70,W,28,15.02,N,-92.845000,28.250333,63.40,63,4.4384
OREGON II,348,7/13/2023,12:13:00,56,1,-92,56.33,W,28,20.62,N,-92.938833,28.343667,55.00,54,5.4762
OREGON II,348,7/13/2023,13:54:53,56,2,-92,55.77,W,28,20.86,N,-92.929500,28.347667,54.00,54,5.3975
OREGON II,348,7/13/2023,16:17:30,57,1,-92,59.22,W,28,28.11,N,-92.987000,28.468500,48.70,48,4.8946
OREGON II,348,7/13/2023,19:29:44,58,1,-92,40.99,W,28,21.31,N,-92.683167,28.355167,0.00,58,4.1849
OREGON II,348,7/13/2023,22:18:05,59,1,-92,39.61,W,28,37.04,N,-92.660167,28.617333,37.20,37,5.8864
OREGON II,348,7/14/2023,02:47:39,60,1,-92,8.69,W,28,24.16,N,-92.144833,28.402667,58.60,57,4.8191
OREGON II,348,7/14/2023,05:32:59,61,1,-92,7.39,W,28,33.69,N,-92.123167,28.561500,44.50,44,5.2295
OREGON II,348,7/14/2023,08:38:55,62,1,-92,7.36,W,28,50.26,N,-92.122667,28.837667,29.90,30,4.6962
OREGON II,348,7/14/2023,10:16:05,63,1,-92,4.42,W,28,44.50,N,-92.073667,28.741667,34.80,34,4.3073
OREGON II,348,7/14/2023,12:50:32,64,1,-91,55.44,W,28,35.20,N,-91.924000,28.586667,43.10,42,5.5806
OREGON II,348,7/14/2023,15:58:46,65,1,-91,48.10,W,28,54.14,N,-91.801667,28.902333,22.20,21,4.0955
OREGON II,348,7/14/2023,17:59:29,66,1,-91,41.20,W,29,1.17,N,-91.686667,29.019500,11.80,10,2.4301
OREGON II,348,7/14/2023,19:34:22,67,1,-91,48.80,W,29,0.64,N,-91.813333,29.010667,16.10,15,3.2254
OREGON II,348,7/14/2023,20:47:22,67,2,-91,47.41,W,28,59.19,N,-91.790167,28.986500,17.20,16,3.6505
OREGON II,348,7/14/2023,22:56:50,68,1,-91,47.81,W,28,40.53,N,-91.796833,28.675500,34.00,33,5.6172
OREGON II,348,7/15/2023,01:17:29,69,1,-91,44.62,W,28,32.49,N,-91.743667,28.541500,45.70,45,4.9628
