Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL
OREGON II,287,6/8/2009,11:24 PM,1,0,88,30.9198,W,30,8.6202,N,-88.515330,30.143670,0,13.7,4.50755
OREGON II,287,6/9/2009,12:41 AM,2,0,88,34.9500,W,30,5.6700,N,-88.582500,30.094500,0,16.8,4.80388
OREGON II,287,6/9/2009,02:39 AM,3,0,88,45.2298,W,30,0.1698,N,-88.753830,30.002830,0,14.3,4.59425
OREGON II,287,6/9/2009,03:44 AM,4,0,88,42.9102,W,29,59.3298,N,-88.715170,29.988830,0,16.9,4.48318
OREGON II,287,6/9/2009,05:31 AM,5,0,88,35.4000,W,30,1.6200,N,-88.590000,30.027000,0,23.1,4.36555
OREGON II,287,6/9/2009,07:17 AM,6,0,88,30.4500,W,29,56.8098,N,-88.507500,29.946830,0,28.2,3.20943
OREGON II,287,6/9/2009,09:10 AM,7,0,88,28.9002,W,30,4.2000,N,-88.481670,30.070000,0,19.4,5.39301
OREGON II,287,6/9/2009,10:15 AM,8,0,88,27.3900,W,30,2.5098,N,-88.456500,30.041830,0,21.3,2.79183
OREGON II,287,6/9/2009,12:08 PM,9,0,88,15.3402,W,30,2.5002,N,-88.255670,30.041670,0,22.5,6.52012
OREGON II,287,6/9/2009,01:44 PM,10,0,88,9.8700,W,30,8.7402,N,-88.164500,30.145670,0,17.2,4.11668
OREGON II,287,6/9/2009,03:57 PM,11,0,88,10.1598,W,29,58.2798,N,-88.169330,29.971330,0,29.9,5.10896
OREGON II,287,6/9/2009,06:09 PM,12,0,88,2.1000,W,29,59.3100,N,-88.035000,29.988500,0,26.8,3.81156
OREGON II,287,6/9/2009,07:57 PM,13,0,88,3.1302,W,29,48.4200,N,-88.052170,29.807000,0,35.0,5.71241
OREGON II,287,6/9/2009,08:59 PM,14,0,88,3.6300,W,29,46.0002,N,-88.060500,29.766670,0,34.2,5.83704
OREGON II,287,6/9/2009,10:54 PM,15,0,88,15.6300,W,29,47.4900,N,-88.260500,29.791500,0,36.0,6.21491
OREGON II,287,6/10/2009,12:08 AM,16,0,88,19.0302,W,29,51.3900,N,-88.317170,29.856500,0,33.9,5.70921
OREGON II,287,6/10/2009,02:23 AM,17,0,88,35.7498,W,29,48.8802,N,-88.595830,29.814670,0,24.4,4.74115
OREGON II,287,6/10/2009,03:17 AM,18,0,88,38.0202,W,29,49.1802,N,-88.633670,29.819670,0,21.8,4.32067
OREGON II,287,6/10/2009,05:07 AM,19,0,88,46.3002,W,29,43.0902,N,-88.771670,29.718170,0,13.9,2.00235
OREGON II,287,6/10/2009,06:59 AM,20,0,88,48.1398,W,29,34.2102,N,-88.802330,29.570170,0,16.8,3.87978
OREGON II,287,6/10/2009,08:18 AM,21,0,88,53.5800,W,29,31.5000,N,-88.893000,29.525000,0,13.1,2.98234
OREGON II,287,6/10/2009,09:46 PM,22,0,88,44.5698,W,29,31.1400,N,-88.742830,29.519000,0,18.3,4.77972
OREGON II,287,6/10/2009,11:17 PM,23,0,88,41.8902,W,29,36.4998,N,-88.698170,29.608330,0,15.9,4.19170
OREGON II,287,6/10/2009,11:24 PM,24,0,88,31.0902,W,29,41.0598,N,-88.518170,29.684330,0,34.5,5.48666
OREGON II,287,6/11/2009,02:29 AM,25,0,88,28.3998,W,29,38.4798,N,-88.473330,29.641330,0,40.2,4.63077
OREGON II,287,6/11/2009,04:14 AM,26,0,88,21.6300,W,29,31.5702,N,-88.360500,29.526170,0,47.3,4.52204
