Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL
OREGON II,328,6/10/2018,2:34:11,1,1,96,20.85,W,26,18.63,N,-96.3475,26.3105,97.8,97,5.1955
OREGON II,328,6/10/2018,6:15:45,2,1,96,33.39,W,26,27.21,N,-96.5565,26.4535,65.7,66,4.68
OREGON II,328,6/10/2018,9:14:47,3,1,96,37.85,W,26,17.14,N,-96.63083333,26.28566667,48.7,48,6.5569
OREGON II,328,6/10/2018,12:15:59,4,1,96,29.64,W,26,7.23,N,-96.494,26.1205,61.9,62,6.034
OREGON II,328,6/10/2018,16:06:54,5,1,96,42.5,W,26,9.32,N,-96.70833333,26.15533333,45.8,45,6.1783
OREGON II,328,6/10/2018,20:21:10,6,1,97,3.19,W,26,2.12,N,-97.05316667,26.03533333,23.2,23,6.3854
OREGON II,328,6/10/2018,23:16:45,7,1,97,4.14,W,26,10.14,N,-97.069,26.169,19.5,19,6.5531
OREGON II,328,6/11/2018,3:31:15,8,1,96,50.79,W,26,31.03,N,-96.8465,26.51716667,41.5,42,5.4552
OREGON II,328,6/11/2018,6:32:33,9,1,96,38.93,W,26,39.32,N,-96.64883333,26.65533333,76.4,75,5.3323
OREGON II,328,6/11/2018,9:14:31,10,1,96,38.53,W,26,48.35,N,-96.64216667,26.80583333,92.7,92,4.8403
OREGON II,328,6/11/2018,12:59:16,11,1,96,56.02,W,26,42.31,N,-96.93366667,26.70516667,43.5,42,6.5113
OREGON II,328,6/11/2018,15:00:49,12,1,97,0.25,W,26,37.15,N,-97.00416667,26.61916667,36.3,35,6.4798
OREGON II,328,6/11/2018,17:57:14,13,1,97,10.35,W,26,45.79,N,-97.1725,26.76316667,27.2,27,6.0153
OREGON II,328,6/11/2018,23:29:54,15,1,97,13.32,W,27,9.96,N,-97.222,27.166,23.2,24,6.2777
OREGON II,328,6/12/2018,1:30:55,16,1,97,10.45,W,27,14.53,N,-97.17416667,27.24216667,25.5,24,6.4391
OREGON II,328,6/12/2018,3:52:10,17,1,97,16.16,W,27,18.68,N,-97.26933333,27.31133333,16.1,16,6.4849
OREGON II,328,6/12/2018,6:10:14,18,1,97,6.19,W,27,24.48,N,-97.10316667,27.408,25.3,25,6.5286
OREGON II,328,6/12/2018,9:26:39,19,1,97,1.58,W,27,39.79,N,-97.02633333,27.66316667,20.8,21,6.5192
OREGON II,328,6/12/2018,12:28:28,20,1,96,51.95,W,27,28.56,N,-96.86583333,27.476,37.95,36,6.151
OREGON II,328,6/12/2018,14:46:31,21,1,96,52.58,W,27,20.32,N,-96.87633333,27.33866667,44.9,45,6.3411
OREGON II,328,6/12/2018,18:11:22,22,1,96,31.76,W,27,23.98,N,-96.52933333,27.39966667,81.8,80,5.3466
OREGON II,328,6/12/2018,20:24:24,23,1,96,26.26,W,27,26.39,N,-96.43766667,27.43983333,91.1,91,5.1374
OREGON II,328,6/12/2018,23:08:40,24,1,96,17.53,W,27,33.02,N,-96.29216667,27.55033333,97.6,95,4.9628
OREGON II,328,6/20/2018,5:25:36,25,1,88,37.87,W,29,10.93,N,-88.63116667,29.18216667,77.9,75,4.4052
OREGON II,328,6/28/2018,3:27:36,26,1,88,55.78,W,29,8.6,N,-88.92966667,29.14333333,34.2,37,3.5418
OREGON II,328,6/29/2018,11:43:00,27,1,94,6.31,W,28,26.48,N,-94.10516667,28.44133333,45.5,42,4.9811
OREGON II,328,6/29/2018,13:27:24,28,1,94,11.87,W,28,24.42,N,-94.19783333,28.407,47.3,45,4.3421
OREGON II,328,6/29/2018,15:38:05,29,1,94,5.26,W,28,13.21,N,-94.08766667,28.22016667,59.6,58,4.7881
