Ship,Cruise,DateUTC,TimeUTC,Station,Cast,LongDeg,LongMin,LongHem,LatDeg,LatMin,LatHem,Longitude,Latitude,WaterDepthM,SampleDepthM,Bottom_OxMgL,SEAMAP
OREGON II,250,6/21/2002,01:07 AM,50,0,97,2.9700,W,27,2.2200,N,-97.049500,27.037000,0,36.0,3.8000,TN15
OREGON II,250,6/21/2002,03:00 AM,51,0,97,6.7320,W,27,2.3400,N,-97.112200,27.039000,0,31.0,4.1200,TN14
OREGON II,250,6/21/2002,03:56 AM,52,0,97,6.0480,W,26,57.0720,N,-97.100800,26.951200,0,32.0,4.2100,TN13
OREGON II,250,6/21/2002,06:21 AM,53,0,97,20.5080,W,27,4.0680,N,-97.341800,27.067800,0,14.0,5.6400,TN02
OREGON II,250,6/21/2002,08:25 AM,54,0,97,16.6380,W,27,11.6280,N,-97.277300,27.193800,0,19.0,4.6700,TN07
OREGON II,250,6/21/2002,09:54 AM,55,0,97,18.6000,W,27,15.2700,N,-97.310000,27.254500,0,13.0,4.8600,TN04
OREGON II,250,6/21/2002,11:50 AM,56,0,97,20.3280,W,27,7.4100,N,-97.338800,27.123500,0,13.0,4.4200,TD04
OREGON II,250,6/21/2002,02:15 PM,57,0,97,7.3380,W,27,14.7120,N,-97.122300,27.245200,0,28.0,4.8400,TD12
OREGON II,250,6/21/2002,04:58 PM,58,0,97,15.9420,W,27,26.6880,N,-97.265700,27.444800,0,11.0,5.7300,TD01
OREGON II,250,6/21/2002,08:04 PM,59,0,97,7.5120,W,27,40.1520,N,-97.125200,27.669200,0,12.0,5.7900,TD03
OREGON II,250,6/21/2002,11:22 PM,60,0,96,58.5720,W,27,30.1200,N,-96.976200,27.502000,0,28.0,3.3400,B235
OREGON II,250,6/22/2002,01:15 AM,61,0,97,13.2420,W,27,26.7480,N,-97.220700,27.445800,0,15.0,4.7500,TN05
OREGON II,250,6/22/2002,02:28 AM,62,0,97,6.7680,W,27,26.8680,N,-97.112800,27.447800,0,23.0,3.3200,TN09
OREGON II,250,6/22/2002,04:40 AM,63,0,96,59.5320,W,27,18.3720,N,-96.992200,27.306200,0,34.0,2.5300,TN16
OREGON II,250,6/22/2002,07:45 AM,64,0,96,43.8600,W,27,19.6380,N,-96.731000,27.327300,0,62.0,4.1500,TN20
OREGON II,250,6/22/2002,12:12 PM,66,0,96,29.5620,W,27,29.8020,N,-96.492700,27.496700,0,76.0,5.3300,B234
OREGON II,250,6/22/2002,02:09 PM,67,0,96,44.3400,W,27,36.8280,N,-96.739000,27.613800,0,40.0,3.7000,TD16
OREGON II,250,6/22/2002,04:36 PM,68,0,96,37.8300,W,27,40.7280,N,-96.630500,27.678800,0,44.0,4.3800,TD18
OREGON II,250,6/22/2002,07:53 PM,70,0,96,25.5180,W,27,40.9200,N,-96.425300,27.682000,0,61.0,5.1600,TD20
OREGON II,250,6/23/2002,01:06 AM,72,0,96,11.0700,W,27,33.9120,N,-96.184500,27.565200,0,113.0,4.1000,TN23
OREGON II,250,6/23/2002,05:25 AM,74,0,96,21.2220,W,27,40.0800,N,-96.353700,27.668000,0,70.0,5.1000,TN21
OREGON II,250,6/23/2002,07:36 AM,75,0,96,39.5820,W,27,37.4400,N,-96.659700,27.624000,0,46.0,4.3100,TN17
OREGON II,250,6/23/2002,11:06 AM,76,0,96,42.3600,W,27,49.2420,N,-96.706000,27.820700,0,28.0,3.0100,TN12
OREGON II,250,6/23/2002,11:56 AM,77,0,96,41.4420,W,27,51.9420,N,-96.690700,27.865700,0,26.0,2.9000,TD11
OREGON II,250,6/23/2002,02:52 PM,78,0,96,24.4800,W,28,0.1620,N,-96.408000,28.002700,0,30.0,2.7800,TD36
OREGON II,250,6/23/2002,05:20 PM,79,0,96,31.8000,W,28,1.6200,N,-96.530000,28.027000,0,24.0,1.4800,TD33
OREGON II,250,6/23/2002,07:55 PM,80,0,96,43.7820,W,27,57.2280,N,-96.729700,27.953800,0,19.0,2.4800,TD06
OREGON II,250,6/24/2002,01:11 AM,81,0,96,55.6380,W,27,57.3120,N,-96.927300,27.955200,0,10.0,5.6800,TN25
OREGON II,250,6/24/2002,04:36 AM,82,0,96,38.1120,W,28,10.9980,N,-96.635200,28.183300,0,10.0,5.7600,TN24
OREGON II,250,6/24/2002,07:50 AM,83,0,96,19.0680,W,28,4.8180,N,-96.317800,28.080300,0,26.0,2.8700,TN35
OREGON II,250,6/24/2002,11:08 AM,84,0,96,18.0300,W,28,9.5820,N,-96.300500,28.159700,0,23.0,1.8700,TD33
OREGON II,250,6/24/2002,12:48 PM,85,0,96,20.2200,W,28,21.4620,N,-96.337000,28.357700,0,11.0,4.7200,TD26
OREGON II,250,6/24/2002,03:07 PM,86,0,96,10.6620,W,28,8.1420,N,-96.177700,28.135700,0,28.0,2.6600,TD35
OREGON II,250,6/24/2002,05:10 PM,87,0,95,59.9100,W,27,59.4600,N,-95.998500,27.991000,0,46.0,4.4800,B231
OREGON II,250,6/24/2002,07:14 PM,88,0,95,49.3800,W,28,6.4080,N,-95.823000,28.106800,0,38.0,4.5600,TD40
OREGON II,250,6/25/2002,01:14 AM,92,0,95,44.4120,W,27,55.2300,N,-95.740200,27.920500,0,55.0,5.4700,TD41
OREGON II,250,6/25/2002,03:00 AM,93,0,95,43.4820,W,27,43.9200,N,-95.724700,27.732000,0,80.0,4.9700,TN46
OREGON II,250,6/25/2002,07:05 AM,94,0,95,34.4880,W,27,48.0420,N,-95.574800,27.800700,0,75.0,5.1400,TN45
OREGON II,250,6/25/2002,11:31 AM,95,0,95,22.2780,W,28,3.1380,N,-95.371300,28.052300,0,54.0,6.1300,TN42
OREGON II,250,6/25/2002,01:16 PM,96,0,95,5.3400,W,28,8.2080,N,-95.089000,28.136800,0,54.0,5.9500,TD42
OREGON II,250,6/25/2002,04:11 PM,98,0,94,59.9280,W,27,59.9820,N,-94.998800,27.999700,0,82.0,5.0400,B223
OREGON II,250,6/25/2002,06:31 PM,99,0,95,8.5500,W,27,56.6100,N,-95.142500,27.943500,0,88.0,4.6800,TD23
OREGON II,250,6/26/2002,12:42 AM,100,0,95,24.7200,W,27,54.5580,N,-95.412000,27.909300,0,73.0,4.9700,TD44
OREGON II,250,6/26/2002,02:27 AM,101,0,95,24.5700,W,28,1.9920,N,-95.409500,28.033200,0,54.0,5.6400,TN41
OREGON II,250,6/26/2002,07:02 AM,104,0,95,31.4700,W,28,7.9500,N,-95.524500,28.132500,0,45.0,4.1300,TN40
OREGON II,250,6/26/2002,11:31 AM,105,0,95,54.3300,W,28,15.6900,N,-95.905500,28.261500,0,26.0,3.2200,TN34
OREGON II,250,6/26/2002,02:30 PM,106,0,95,29.7300,W,28,30.0480,N,-95.495500,28.500800,0,25.0,2.0100,N228
OREGON II,250,6/26/2002,04:48 PM,107,0,95,35.1420,W,28,44.3880,N,-95.585700,28.739800,0,9.0,4.3900,TD25
OREGON II,250,6/26/2002,06:50 PM,108,0,95,42.8220,W,28,37.7580,N,-95.713700,28.629300,0,13.0,1.4700,TD27
OREGON II,250,6/26/2002,09:11 PM,109,0,95,33.5220,W,28,33.5400,N,-95.558700,28.559000,0,15.0,0.9800,TD28
OREGON II,250,6/26/2002,11:35 PM,110,0,95,59.9580,W,28,30.6600,N,-95.999300,28.511000,0,13.0,1.1200,B230
OREGON II,250,6/27/2002,01:06 AM,111,0,95,58.3020,W,28,32.5800,N,-95.971700,28.543000,0,11.0,0.3000,TN26
OREGON II,250,6/27/2002,04:10 AM,112,0,95,37.2420,W,28,37.7820,N,-95.620700,28.629700,0,13.0,4.0800,TN27
OREGON II,250,6/27/2002,06:02 AM,113,0,95,36.1920,W,28,34.5180,N,-95.603200,28.575300,0,18.0,3.1200,TN28
OREGON II,250,6/27/2002,11:58 AM,115,0,95,4.6980,W,28,55.3320,N,-95.078300,28.922200,0,17.0,0.0600,TD29
OREGON II,250,6/27/2002,02:24 PM,116,0,95,5.8020,W,28,49.2720,N,-95.096700,28.821200,0,19.0,1.3700,TN30
OREGON II,250,6/27/2002,06:37 PM,118,0,95,16.2780,W,28,42.2700,N,-95.271300,28.704500,0,21.0,2.9800,TD31
OREGON II,250,6/27/2002,09:09 PM,119,0,95,12.7920,W,28,38.4600,N,-95.213200,28.641000,0,25.0,3.3600,TD32
OREGON II,250,6/27/2002,09:52 PM,120,0,95,15.5220,W,28,36.5520,N,-95.258700,28.609200,0,26.0,3.2500,TD34
OREGON II,250,6/28/2002,12:46 AM,121,0,94,57.4080,W,28,31.4280,N,-94.956800,28.523800,0,32.0,5.1400,TN37
OREGON II,250,6/28/2002,04:13 AM,122,0,94,43.2420,W,28,36.7680,N,-94.720700,28.612800,0,30.0,3.7800,TN36
OREGON II,250,6/28/2002,07:00 AM,123,0,94,40.4280,W,28,46.6800,N,-94.673800,28.778000,0,19.0,1.8800,TN31
OREGON II,250,6/28/2002,10:17 AM,124,0,94,29.8500,W,28,30.1500,N,-94.497500,28.502500,0,35.0,5.3800,B218
OREGON II,250,6/28/2002,12:09 PM,125,0,94,24.3720,W,28,36.9300,N,-94.406200,28.615500,0,31.0,4.7700,TD37
OREGON II,250,6/28/2002,02:25 PM,126,0,94,32.1180,W,28,34.6080,N,-94.535300,28.576800,0,33.0,4.7900,TD38
OREGON II,250,6/28/2002,07:22 PM,127,0,94,59.8980,W,28,23.2500,N,-94.998300,28.387500,0,37.0,5.4300,TD39
OREGON II,250,6/29/2002,12:59 AM,129,0,94,48.1020,W,28,2.7420,N,-94.801700,28.045700,0,71.0,5.2300,TN44
OREGON II,250,6/29/2002,06:00 AM,130,0,94,28.9680,W,28,2.2080,N,-94.482800,28.036800,0,58.0,5.6500,TN43
OREGON II,250,6/29/2002,11:26 AM,132,0,94,33.1980,W,27,58.9620,N,-94.553300,27.982700,0,69.0,5.2600,TD45
OREGON II,250,6/29/2002,03:14 PM,133,0,94,10.6200,W,27,56.5500,N,-94.177000,27.942500,0,87.0,4.9300,TD46
OREGON II,250,6/29/2002,06:57 PM,135,0,94,10.0080,W,28,0.7620,N,-94.166800,28.012700,0,75.0,5.2000,TD43
OREGON II,250,6/30/2002,12:54 AM,136,0,94,11.2380,W,28,28.8780,N,-94.187300,28.481300,0,40.0,5.3800,TN39
OREGON II,250,6/30/2002,05:28 AM,138,0,94,12.7320,W,28,34.3080,N,-94.212200,28.571800,0,32.0,5.3300,TN38
OREGON II,250,6/30/2002,07:46 AM,139,0,94,3.4800,W,28,49.9320,N,-94.058000,28.832200,0,22.0,3.9100,TN32
OREGON II,250,6/30/2002,11:57 AM,140,0,93,52.2480,W,28,41.1420,N,-93.870800,28.685700,0,27.0,5.3000,WN10
OREGON II,250,6/30/2002,01:51 PM,141,0,93,37.2480,W,28,43.8180,N,-93.620800,28.730300,0,23.0,4.8100,WD09
OREGON II,250,6/30/2002,04:41 PM,142,0,93,15.4020,W,28,47.8500,N,-93.256700,28.797500,0,27.0,4.6600,WD11
OREGON II,250,6/30/2002,08:26 PM,143,0,92,56.9700,W,28,36.7980,N,-92.949500,28.613300,0,33.0,5.1600,WD15
OREGON II,250,7/1/2002,12:57 AM,144,0,93,21.3900,W,28,41.4120,N,-93.356500,28.690200,0,30.0,4.6300,WN13
OREGON II,250,7/1/2002,02:36 AM,145,0,93,27.6000,W,28,38.9400,N,-93.460000,28.649000,0,33.0,5.1500,WN14
OREGON II,250,7/1/2002,06:36 AM,147,0,93,25.6380,W,28,28.5180,N,-93.427300,28.475300,0,44.0,5.8900,WN17
OREGON II,250,7/1/2002,09:29 AM,148,0,93,28.6980,W,28,37.8600,N,-93.478300,28.631000,0,31.0,5.6300,WN15
OREGON II,250,7/1/2002,11:16 AM,149,0,93,32.7780,W,28,44.6100,N,-93.546300,28.743500,0,27.0,5.1300,WN11
OREGON II,250,7/1/2002,01:20 PM,150,0,93,34.4520,W,28,59.5080,N,-93.574200,28.991800,0,21.0,0.7300,WN07
OREGON II,250,7/1/2002,04:09 PM,151,0,93,24.1500,W,29,9.7800,N,-93.402500,29.163000,0,18.0,0.5200,WD05
OREGON II,250,7/1/2002,06:13 PM,152,0,93,32.3700,W,29,12.4920,N,-93.539500,29.208200,0,14.0,1.6800,WD04
OREGON II,250,7/1/2002,09:53 PM,153,0,93,56.7120,W,29,23.6220,N,-93.945200,29.393700,0,9.0,5.9500,WD01
OREGON II,250,7/2/2002,02:12 AM,154,0,94,4.8480,W,28,55.1220,N,-94.080800,28.918700,0,21.0,1.8900,TN30
OREGON II,250,7/2/2002,07:22 AM,155,0,94,29.7420,W,28,59.8800,N,-94.495700,28.998000,0,17.0,2.2500,B219
OREGON II,250,7/4/2002,12:14 AM,156,0,94,51.8400,W,29,11.2920,N,-94.864000,29.188200,0,10.0,0.7600,TD24
OREGON II,250,7/4/2002,05:02 AM,157,0,94,0.2220,W,29,29.2320,N,-94.003700,29.487200,0,11.0,2.4700,B213
OREGON II,250,7/4/2002,08:56 AM,158,0,93,30.9420,W,29,30.8100,N,-93.515700,29.513500,0,9.0,2.6600,B212
OREGON II,250,7/4/2002,12:00 PM,159,0,92,56.7600,W,29,31.0020,N,-92.946000,29.516700,0,12.0,2.4700,B206
OREGON II,250,7/4/2002,04:51 PM,161,0,93,17.7180,W,29,22.6380,N,-93.295300,29.377300,0,11.0,0.8900,WD02
OREGON II,250,7/4/2002,07:13 PM,162,0,93,15.4980,W,29,11.8200,N,-93.258300,29.197000,0,16.0,0.9300,WD06
OREGON II,250,7/4/2002,10:08 PM,164,0,93,13.4220,W,29,5.3820,N,-93.223700,29.089700,0,21.0,1.3500,WD08
OREGON II,250,7/5/2002,01:14 AM,165,0,93,35.7420,W,29,12.6480,N,-93.595700,29.210800,0,16.0,0.7100,WN04
OREGON II,250,7/5/2002,03:01 AM,166,0,93,31.4700,W,29,13.2180,N,-93.524500,29.220300,0,15.0,0.6600,WN05
OREGON II,250,7/5/2002,07:24 AM,167,0,93,0.0720,W,29,0.0180,N,-93.001200,29.000300,0,23.0,1.4600,B207
OREGON II,250,7/5/2002,11:26 AM,169,0,92,43.2480,W,29,0.5220,N,-92.720800,29.008700,0,24.0,1.2300,WD09
OREGON II,250,7/5/2002,02:40 PM,171,0,92,31.9800,W,29,0.4200,N,-92.533000,29.007000,0,25.0,4.5100,WD10/B204
OREGON II,250,7/5/2002,06:15 PM,172,0,92,54.0600,W,28,43.1400,N,-92.901000,28.719000,0,32.0,3.6500,WD14
OREGON II,250,7/5/2002,08:58 PM,173,0,94,41.9580,W,28,37.9620,N,-94.699300,28.632700,0,36.0,4.2900,WD16
OREGON II,250,7/5/2002,09:27 PM,175,0,93,7.2480,W,28,10.9080,N,-93.120800,28.181800,0,70.0,4.1900,WN21
OREGON II,250,7/6/2002,12:07 AM,177,0,93,8.2980,W,28,5.7420,N,-93.138300,28.095700,0,87.0,3.6300,WN21
OREGON II,250,7/6/2002,05:36 AM,179,0,93,29.4300,W,28,0.1920,N,-93.490500,28.003200,0,93.0,4.0000,B209
OREGON II,250,7/6/2002,09:05 AM,180,0,93,0.1980,W,28,0.1980,N,-93.003300,28.003300,0,108.0,3.8700,B023
OREGON II,250,7/6/2002,01:55 PM,181,0,92,28.5180,W,28,0.5820,N,-92.475300,28.009700,0,90.0,4.1000,B202
OREGON II,250,7/6/2002,03:24 PM,182,0,92,20.9880,W,28,4.8420,N,-92.349800,28.080700,0,96.0,3.6700,WD22
OREGON II,250,7/6/2002,06:18 PM,183,0,92,19.9920,W,28,10.8420,N,-92.333200,28.180700,0,71.0,4.2000,WD21
OREGON II,250,7/6/2002,07:57 PM,184,0,92,11.9100,W,28,5.1120,N,-92.198500,28.085200,0,94.0,3.7900,WN22
OREGON II,250,7/6/2002,11:38 PM,185,0,92,14.6580,W,28,10.3020,N,-92.244300,28.171700,0,74.0,3.7200,WN20
OREGON II,250,7/7/2002,03:44 AM,188,0,92,31.8780,W,28,36.5820,N,-92.531300,28.609700,0,34.0,4.8900,WN16
OREGON II,250,7/7/2002,05:34 AM,189,0,92,29.9820,W,28,31.7400,N,-92.499700,28.529000,0,46.0,4.0600,B203
OREGON II,250,7/7/2002,07:32 AM,190,0,92,36.3300,W,28,24.5820,N,-92.605500,28.409700,0,56.0,4.8600,WD18
OREGON II,250,7/7/2002,12:13 PM,193,0,92,29.3820,W,28,31.3020,N,-92.489700,28.521700,0,47.0,4.1400,WD17
OREGON II,250,7/7/2002,07:57 PM,194,0,92,26.0280,W,29,15.2280,N,-92.433800,29.253800,0,10.0,0.1800,WN02
OREGON II,250,7/7/2002,10:07 PM,195,0,92,19.8480,W,29,8.8980,N,-92.330800,29.148300,0,12.0,0.1500,WN03
OREGON II,250,7/8/2002,12:12 AM,196,0,92,9.6780,W,29,9.0000,N,-92.161300,29.150000,0,10.0,1.2900,WN01
OREGON II,250,7/8/2002,02:25 AM,197,0,92,11.7120,W,29,2.8020,N,-92.195200,29.046700,0,19.0,0.7100,WN07
OREGON II,250,7/8/2002,04:52 AM,198,0,92,17.0220,W,28,51.8880,N,-92.283700,28.864800,0,29.0,3.9100,WN12
OREGON II,250,7/8/2002,06:55 AM,199,0,92,10.0980,W,28,48.6480,N,-92.168300,28.810800,0,31.0,2.5900,WD13
OREGON II,250,7/8/2002,01:42 PM,200,0,92,6.7200,W,28,47.3700,N,-92.112000,28.789500,0,30.0,3.8400,WD12
OREGON II,250,7/8/2002,04:40 PM,201,0,91,51.7080,W,28,43.4280,N,-91.861800,28.723800,0,30.0,3.8400,WD35
OREGON II,250,7/8/2002,06:50 PM,202,0,91,51.9000,W,28,48.8400,N,-91.865000,28.814000,0,26.0,2.9000,WD32
OREGON II,250,7/8/2002,09:31 PM,203,0,91,58.0560,W,29,0.6780,N,-91.967600,29.011300,0,17.0,2.2300,B200
OREGON II,250,7/9/2002,12:50 AM,204,0,92,12.1980,W,28,57.0600,N,-92.203300,28.951000,0,24.0,0.7100,WN08
OREGON II,250,7/9/2002,08:45 AM,207,0,91,38.8380,W,29,0.7920,N,-91.647300,29.013200,0,10.0,5.2200,WN24
OREGON II,250,7/9/2002,11:02 AM,208,0,91,45.0420,W,29,1.2180,N,-91.750700,29.020300,0,13.0,1.0200,WD25
OREGON II,250,7/9/2002,01:01 PM,209,0,91,34.4520,W,28,59.3820,N,-91.574200,28.989700,0,12.0,1.9800,WD26/B197
OREGON II,250,7/9/2002,03:10 PM,210,0,91,29.8020,W,28,54.1980,N,-91.496700,28.903300,0,16.0,0.4900,WD28
OREGON II,250,7/9/2002,05:11 PM,211,0,91,39.1380,W,28,50.9100,N,-91.652300,28.848500,0,22.0,1.3100,WD31
OREGON II,250,7/9/2002,07:21 PM,212,0,91,48.4200,W,28,51.4200,N,-91.807000,28.857000,0,23.0,3.8800,WD32
OREGON II,250,7/9/2002,10:48 PM,213,0,91,59.8500,W,28,30.0600,N,-91.997500,28.501000,0,49.0,5.4400,B201
OREGON II,250,7/12/2002,08:00 AM,214,0,89,29.6700,W,28,30.3000,N,-89.494500,28.505000,0,201.0,3.6200,B186
OREGON II,250,7/12/2002,10:58 AM,215,0,89,33.7680,W,28,44.7480,N,-89.562800,28.745800,0,93.0,3.8600,WD45
OREGON II,250,7/12/2002,02:00 PM,216,0,89,44.2320,W,28,57.8820,N,-89.737200,28.964700,0,47.0,0.2220,WD40
OREGON II,250,7/12/2002,04:02 PM,217,0,89,35.1120,W,29,0.3480,N,-89.585200,29.005800,0,20.0,3.6800,WD33/B187
OREGON II,250,7/12/2002,06:04 PM,218,0,89,37.1820,W,29,5.4780,N,-89.619700,29.091300,0,17.0,2.4300,WD27
OREGON II,250,7/12/2002,10:18 PM,220,0,89,47.4300,W,29,5.3280,N,-89.790500,29.088800,0,26.0,0.7000,WD34
OREGON II,250,7/13/2002,12:35 AM,221,0,89,54.7800,W,29,6.6000,N,-89.913000,29.110000,0,19.0,0.2000,WD30
OREGON II,250,7/13/2002,01:20 AM,222,0,89,50.1300,W,29,5.0880,N,-89.835500,29.084800,0,25.0,0.8000,WN33
OREGON II,250,7/13/2002,03:47 AM,223,0,89,46.5480,W,28,51.9600,N,-89.775800,28.866000,0,55.0,0.6700,WN42
OREGON II,250,7/13/2002,06:36 AM,224,0,89,46.2300,W,28,46.4400,N,-89.770500,28.774000,0,75.0,3.5700,WN43
OREGON II,250,7/13/2002,08:22 AM,225,0,89,55.1100,W,28,41.1420,N,-89.918500,28.685700,0,81.0,3.8600,WN46
OREGON II,250,7/13/2002,10:21 AM,226,0,89,59.6820,W,28,30.4080,N,-89.994700,28.506800,0,177.0,2.7100,B189
OREGON II,250,7/13/2002,01:38 PM,227,0,90,13.5420,W,28,16.8720,N,-90.225700,28.281200,0,87.0,3.8900,WD46
OREGON II,250,7/13/2002,08:02 PM,229,0,90,0.9720,W,28,45.1920,N,-90.016200,28.753200,0,44.0,4.0500,WD41
OREGON II,250,7/13/2002,11:48 PM,230,0,90,0.5220,W,28,59.9220,N,-90.008700,28.998700,0,24.0,0.6200,B188
OREGON II,250,7/14/2002,01:37 AM,231,0,90,12.6900,W,28,58.8000,N,-90.211500,28.980000,0,16.0,0.4100,WN28
OREGON II,250,7/14/2002,04:07 AM,232,0,90,28.6020,W,28,59.8500,N,-90.476700,28.997500,0,10.0,0.1300,B192
OREGON II,250,7/14/2002,09:29 AM,235,0,90,19.7280,W,28,45.9300,N,-90.328800,28.765500,0,22.0,3.2900,WN32
OREGON II,250,7/14/2002,01:25 PM,236,0,90,29.8800,W,28,30.0600,N,-90.498000,28.501000,0,38.0,3.4200,B191
OREGON II,250,7/14/2002,02:23 PM,237,0,90,33.2580,W,28,31.1700,N,-90.554300,28.519500,0,34.0,3.2800,WD37
