timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-11-12T20:48:59,gulf_hypoxia,772b9522-eb63-4cb3-8e9a-266f7ba4e4bc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,5.4425972499884665,2.7056519351800016e-05,4.971251428140738e-06,42.5,0.0,6.0,6.423146056654838e-05,0.0,9.065747638233006e-06,7.329720820478138e-05,0.0,United States,USA,virginia,,,macOS-14.4-arm64-arm-64bit,3.11.8,3.0.8,11,Apple M3 Pro,,,-77.1199,38.8315,18.0,machine,N,1.0,0.0
