timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-03T06:05:12,gulf_hypoxia_lstm_cv,5c0ac94f-bba6-4ea7-8423-7369a22f3597,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,46.68834070907906,0.0002321682440993,4.972724251350911e-06,42.5,0.0,6.0,0.0005511488940178,0.0,7.780429486146508e-05,0.0006289531888793,0.0,United States,USA,virginia,,,macOS-14.4-arm64-arm-64bit,3.11.8,3.0.8,11,Apple M3 Pro,,,-77.1199,38.8315,18.0,machine,N,1.0,0.0
2025-12-03T12:39:39,gulf_hypoxia_lstm_cv,cb0125b6-18c0-4ca3-a7ce-2eba08cde5c6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,57.91224420815706,0.0002879840166491,4.972765614366452e-06,42.5,0.0,6.0,0.0006836506476929,0.0,9.650973263972748e-05,0.0007801603803327,0.0,United States,USA,virginia,,,macOS-14.4-arm64-arm-64bit,3.11.8,3.0.8,11,Apple M3 Pro,,,-77.1199,38.8315,18.0,machine,N,1.0,0.0
2025-12-03T12:53:19,gulf_hypoxia_lstm_cv,80dec6a8-d71d-40cf-9b20-60d8fc344ce3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,64.01943387486972,0.0003182547795398,4.971221397582662e-06,42.5,0.0,6.0,0.0007555195761647,0.0,0.0001066455284738,0.0008621651046386,0.0,United States,USA,virginia,,,macOS-14.4-arm64-arm-64bit,3.11.8,3.0.8,11,Apple M3 Pro,,,-77.1199,38.8315,18.0,machine,N,1.0,0.0
2025-12-03T13:53:38,gulf_hypoxia_lstm_cv,c59e7d6b-66c3-4f78-b040-01d98cdcea22,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,78.08523087506182,0.0003881974445444,4.971457985000145e-06,42.5,0.0,6.0,0.0009215597208086,0.0,0.0001300828998613,0.0010516426206699,0.0,United States,USA,virginia,,,macOS-14.4-arm64-arm-64bit,3.11.8,3.0.8,11,Apple M3 Pro,,,-77.1199,38.8315,18.0,machine,N,1.0,0.0
2025-12-03T16:42:18,gulf_hypoxia_lstm_cv,05462fcd-e635-488a-909d-c0f5c0652750,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,64.03224375005811,0.00031835158393760636,4.971738694340496e-06,42.5,0.0,6.0,0.0007557503531363586,0.0,0.0001066769985416128,0.0008624273516779713,0.0,United States,USA,virginia,,,macOS-14.4-arm64-arm-64bit,3.11.8,3.0.8,11,Apple M3 Pro,,,-77.1199,38.8315,18.0,machine,N,1.0,0.0
